time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type_group,breakdown,sex,ethnicity_major,ethnicity_minor,free_school_meals,sen_provision,sen_status,sen_primary_need,disadvantage,first_language,admission_type,religious_denomination,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Other than English,Total,Total,3326,60883,2798818.33,46,58312,95.8,28514,46.8,39188,64.4,28704,47.1,11637,19.1,16422,27,256794.53,4.22,48088,17289.007,0.36,0.35,0.37
202324,Academic year,National,E92000001,England,Revised,All state-funded,Religious denomination,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Church of England,178,17549,812540.25,46.3,17187,97.9,8224,46.9,11650,66.4,6220,35.4,2727,15.5,3819,21.8,72060.72,4.11,16316,-777.925,-0.05,-0.07,-0.03
202324,Academic year,National,E92000001,England,Revised,All state-funded,Religious denomination,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Hindu,3,244,12995.5,53.3,238,97.5,152,62.3,186,76.2,164,67.2,71,29.1,105,43,1229.51,5.04,192,136.953,0.71,0.51,0.91
202324,Academic year,National,E92000001,England,Revised,All state-funded,Religious denomination,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Jewish,9,668,37937.54,56.8,654,97.9,467,69.9,566,84.7,256,38.3,178,26.6,214,32,3414.1,5.11,597,376.239,0.63,0.52,0.74
202324,Academic year,National,E92000001,England,Revised,All state-funded,Religious denomination,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Muslim,8,918,50874.75,55.4,911,99.2,632,68.8,748,81.5,810,88.2,251,27.3,359,39.1,4703.19,5.12,858,767.693,0.89,0.8,0.99
202324,Academic year,National,E92000001,England,Revised,All state-funded,Religious denomination,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,No religious character,3318,268047,11526917.99,43,253851,94.7,113947,42.5,164234,61.3,96610,36,38413,14.3,55424,20.7,1027773.65,3.83,249180,-45266.08,-0.18,-0.19,-0.18
202324,Academic year,National,E92000001,England,Revised,All state-funded,Religious denomination,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Other Christian faith,61,6210,308222.75,49.6,6083,98,3309,53.3,4308,69.4,2876,46.3,1467,23.6,1916,30.9,28032.21,4.51,5666,241.716,0.04,0.01,0.08
202324,Academic year,National,E92000001,England,Revised,All state-funded,Religious denomination,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Roman catholic,273,27353,1299894.53,47.5,26890,98.3,13455,49.2,19034,69.6,10438,38.2,4462,16.3,6506,23.8,115031.83,4.21,25671,1552.918,0.06,0.04,0.08
202324,Academic year,National,E92000001,England,Revised,All state-funded,Religious denomination,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Sikh,6,335,16702.75,49.9,334,99.7,189,56.4,251,74.9,249,74.3,69,20.6,118,35.2,1565.79,4.67,293,107.849,0.37,0.21,0.53
202324,Academic year,National,E92000001,England,Revised,All state-funded,Total,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,3870,321951,14073994.06,43.7,306572,95.2,140425,43.6,201099,62.5,117623,36.5,47638,14.8,68461,21.3,1254490.2,3.9,299169,-43842.263,-0.15,-0.15,-0.14
202324,Academic year,National,E92000001,England,Revised,All state-funded,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,197,19695,789077,40.1,19269,97.8,6633,33.7,11041,56.1,5531,28.1,1444,7.3,2438,12.4,68313.34,3.47,18367,-5370.506,-0.29,-0.31,-0.27
202324,Academic year,National,E92000001,England,Revised,All state-funded,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2765,277848,12287687.23,44.2,271769,97.8,121133,43.6,176570,63.5,101953,36.7,38463,13.8,57114,20.6,1093084.47,3.93,259210,-30161.604,-0.12,-0.12,-0.11
202324,Academic year,National,E92000001,England,Revised,All state-funded,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,103,13394,957191.33,71.5,13360,99.7,12530,93.5,13174,98.4,10137,75.7,7731,57.7,8907,66.5,90249.62,6.74,12200,7811.156,0.64,0.62,0.67
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,601,2283,78610,34.4,1999,87.6,735,32.2,1136,49.8,620,27.2,234,10.2,344,15.1,7001.81,3.07,1770,-1140.028,-0.64,-0.71,-0.58
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN primary need,Boys,Total,Total,Total,Total,Total,Visual Impairment,Total,Total,Total,Total,562,699,26743.75,38.3,634,90.7,230,32.9,365,52.2,184,26.3,67,9.6,105,15,2339.96,3.35,656,-203.672,-0.31,-0.42,-0.2
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,Unclassified,Total,FSM,Total,Total,Total,Total,Total,Total,Total,974,1716,55956.25,32.6,1552,90.4,433,25.2,737,42.9,477,27.8,111,6.5,199,11.6,4937.99,2.88,1498,-895.445,-0.6,-0.67,-0.53
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,Unclassified,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,1613,4835,203970.75,42.2,4475,92.6,2056,42.5,2953,61.1,1709,35.3,734,15.2,1031,21.3,18355.75,3.8,4016,-741.976,-0.18,-0.23,-0.14
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN provision,Boys,Unclassified,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,1676,4794,221203,46.1,4662,97.2,2243,46.8,3212,67,2005,41.8,796,16.6,1156,24.1,19981.29,4.17,4074,-72.673,-0.02,-0.06,0.03
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN provision,Boys,Unclassified,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,318,391,6737.75,17.2,232,59.3,39,10,71,18.2,28,7.2,7,1.8,11,2.8,566,1.45,346,-339.315,-0.98,-1.13,-0.83
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN provision,Boys,Unclassified,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,510,776,24259.75,31.3,730,94.1,156,20.1,288,37.1,150,19.3,42,5.4,62,8,2083.06,2.68,725,-313.456,-0.43,-0.54,-0.33
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Boys,Unclassified,Total,Total,Total,Any SEN,Total,Total,Total,Total,Total,742,1167,30997.5,26.6,962,82.4,195,16.7,359,30.8,178,15.3,49,4.2,73,6.3,2649.06,2.27,1071,-652.771,-0.61,-0.69,-0.52
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Boys,Unclassified,Total,Total,Total,No identified SEN,Total,Total,Total,Total,Total,1676,4794,221203,46.1,4662,97.2,2243,46.8,3212,67,2005,41.8,796,16.6,1156,24.1,19981.29,4.17,4074,-72.673,-0.02,-0.06,0.03
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity major,Boys,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,1921,6551,259927,39.7,6027,92,2489,38,3690,56.3,2186,33.4,845,12.9,1230,18.8,23293.74,3.56,5514,-1637.421,-0.3,-0.33,-0.26
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,Unclassified,Unclassified,FSM,Total,Total,Total,Total,Total,Total,Total,974,1716,55956.25,32.6,1552,90.4,433,25.2,737,42.9,477,27.8,111,6.5,199,11.6,4937.99,2.88,1498,-895.445,-0.6,-0.67,-0.53
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,Unclassified,Unclassified,FSM all other,Total,Total,Total,Total,Total,Total,Total,1613,4835,203970.75,42.2,4475,92.6,2056,42.5,2953,61.1,1709,35.3,734,15.2,1031,21.3,18355.75,3.8,4016,-741.976,-0.18,-0.23,-0.14
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Boys,Unclassified,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,1921,6551,259927,39.7,6027,92,2489,38,3690,56.3,2186,33.4,845,12.9,1230,18.8,23293.74,3.56,5514,-1637.421,-0.3,-0.33,-0.26
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,White,Any other white background,FSM,Total,Total,Total,Total,Total,Total,Total,1855,4242,160043.75,37.7,3968,93.5,1287,30.3,2069,48.8,1667,39.3,521,12.3,794,18.7,14727.27,3.47,3195,-418.856,-0.13,-0.18,-0.08
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,White,Any other white background,FSM all other,Total,Total,Total,Total,Total,Total,Total,2885,17400,850564.27,48.9,16924,97.3,8861,50.9,12057,69.3,9231,53.1,4299,24.7,5947,34.2,79381.69,4.56,14821,6023.708,0.41,0.38,0.43
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Boys,White,Any other white background,Total,Total,Total,Total,Total,Total,Total,Total,3078,21642,1010608.02,46.7,20892,96.5,10148,46.9,14126,65.3,10898,50.4,4820,22.3,6741,31.1,94108.96,4.35,18016,5604.852,0.31,0.29,0.33
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,White,Gypsy/Roma,FSM,Total,Total,Total,Total,Total,Total,Total,277,479,7113.5,14.9,393,82,26,5.4,47,9.8,46,9.6,4,0.8,12,2.5,579.42,1.21,403,-422.819,-1.05,-1.19,-0.91
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,White,Gypsy/Roma,FSM all other,Total,Total,Total,Total,Total,Total,Total,245,332,7980.75,24,297,89.5,41,12.3,75,22.6,61,18.4,13,3.9,18,5.4,682.37,2.06,272,-159.68,-0.59,-0.76,-0.42
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Boys,White,Gypsy/Roma,Total,Total,Total,Total,Total,Total,Total,Total,453,811,15094.25,18.6,690,85.1,67,8.3,122,15,107,13.2,17,2.1,30,3.7,1261.79,1.56,675,-582.499,-0.86,-0.97,-0.76
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,White,Total,FSM,Total,Total,Total,Total,Total,Total,Total,3741,50197,1455207,29,44335,88.3,9295,18.5,17231,34.3,9510,18.9,2019,4,3483,6.9,125415.94,2.5,47696,-44704.183,-0.94,-0.95,-0.92
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,White,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,3795,176789,8213630.93,46.5,171542,97,84926,48,121058,68.5,66641,37.7,28475,16.1,41003,23.2,731664.02,4.14,170587,-11611.448,-0.07,-0.07,-0.06
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN provision,Boys,White,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,3052,175977,8334185.16,47.4,174023,98.9,86182,49,123739,70.3,69755,39.6,28919,16.4,41882,23.8,744148.91,4.23,169780,-20377.771,-0.12,-0.13,-0.11
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN provision,Boys,White,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,3316,16229,232199.5,14.3,8634,53.2,1118,6.9,2116,13,677,4.2,199,1.2,306,1.9,18948.69,1.17,14666,-16993.868,-1.16,-1.18,-1.14
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN provision,Boys,White,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,3009,34780,1102453.27,31.7,33220,95.5,6921,19.9,12434,35.8,5719,16.4,1376,4,2298,6.6,93982.36,2.7,33837,-18943.992,-0.56,-0.57,-0.54
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Boys,White,Total,Total,Total,Any SEN,Total,Total,Total,Total,Total,3805,51009,1334652.77,26.2,41854,82.1,8039,15.8,14550,28.5,6396,12.5,1575,3.1,2604,5.1,112931.05,2.21,48503,-35937.86,-0.74,-0.75,-0.73
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Boys,White,Total,Total,Total,No identified SEN,Total,Total,Total,Total,Total,3052,175977,8334185.16,47.4,174023,98.9,86182,49,123739,70.3,69755,39.6,28919,16.4,41882,23.8,744148.91,4.23,169780,-20377.771,-0.12,-0.13,-0.11
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity major,Boys,White,Total,Total,Total,Total,Total,Total,Total,Total,Total,3842,226986,9668837.93,42.6,215877,95.1,94221,41.5,138289,60.9,76151,33.5,30494,13.4,44486,19.6,857079.96,3.78,218283,-56315.631,-0.26,-0.26,-0.25
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,White,Traveller of Irish heritage,FSM,Total,Total,Total,Total,Total,Total,Total,47,48,865.25,18,36,75,3,6.3,8,16.7,5,10.4,0,0,1,2.1,71.66,1.49,40,-66.035,-1.65,-2.09,-1.21
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,White,Traveller of Irish heritage,FSM all other,Total,Total,Total,Total,Total,Total,Total,39,41,1648,40.2,39,95.1,17,41.5,24,58.5,13,31.7,6,14.6,7,17.1,142.84,3.48,41,-28.072,-0.68,-1.12,-0.25
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Boys,White,Traveller of Irish heritage,Total,Total,Total,Total,Total,Total,Total,Total,86,89,2513.25,28.2,75,84.3,20,22.5,32,36,18,20.2,6,6.7,8,9,214.5,2.41,81,-94.107,-1.16,-1.47,-0.85
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,White,White British,FSM,Total,Total,Total,Total,Total,Total,Total,3657,45247,1282271.5,28.3,39785,87.9,7943,17.6,15043,33.2,7753,17.1,1486,3.3,2662,5.9,109613.72,2.42,43894,-43622.961,-0.99,-1.01,-0.98
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,White,White British,FSM all other,Total,Total,Total,Total,Total,Total,Total,3708,158360,7318628.41,46.2,153646,97,75599,47.7,108381,68.4,57027,36,23994,15.2,34810,22,648317.1,4.09,154829,-17538.23,-0.11,-0.12,-0.11
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Boys,White,White British,Total,Total,Total,Total,Total,Total,Total,Total,3802,203607,8600899.91,42.2,193431,95,83542,41,123424,60.6,64780,31.8,25480,12.5,37472,18.4,757930.82,3.72,198723,-61161.191,-0.31,-0.31,-0.3
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,White,White Irish,FSM,Total,Total,Total,Total,Total,Total,Total,162,181,4913,27.1,153,84.5,36,19.9,64,35.4,39,21.5,8,4.4,14,7.7,423.87,2.34,164,-173.512,-1.06,-1.27,-0.84
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,White,White Irish,FSM all other,Total,Total,Total,Total,Total,Total,Total,465,656,34809.5,53.1,636,97,408,62.2,521,79.4,309,47.1,163,24.8,221,33.7,3140.02,4.79,624,90.826,0.15,0.03,0.26
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Boys,White,White Irish,Total,Total,Total,Total,Total,Total,Total,Total,585,837,39722.5,47.5,789,94.3,444,53,585,69.9,348,41.6,171,20.4,235,28.1,3563.89,4.26,788,-82.686,-0.1,-0.2,-0.01
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Asian,Any other Asian background,FSM,Total,Total,Total,Total,Total,Total,Total,795,1407,65405.75,46.5,1352,96.1,640,45.5,904,64.3,698,49.6,307,21.8,416,29.6,5883.84,4.18,1122,537.75,0.48,0.4,0.56
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Asian,Any other Asian background,FSM all other,Total,Total,Total,Total,Total,Total,Total,1614,4948,289665.16,58.5,4866,98.3,3422,69.2,4130,83.5,2891,58.4,1726,34.9,2214,44.7,26429.54,5.34,4129,3305.651,0.8,0.76,0.84
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Girls,Asian,Any other Asian background,Total,Total,Total,Total,Total,Total,Total,Total,1829,6355,355070.91,55.9,6218,97.8,4062,63.9,5034,79.2,3589,56.5,2033,32,2630,41.4,32313.38,5.08,5251,3843.401,0.73,0.69,0.77
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Asian,Bangladeshi,FSM,Total,Total,Total,Total,Total,Total,Total,534,1992,101095,50.8,1938,97.3,1042,52.3,1403,70.4,1140,57.2,519,26.1,724,36.3,9015.72,4.53,1877,793.385,0.42,0.36,0.49
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Asian,Bangladeshi,FSM all other,Total,Total,Total,Total,Total,Total,Total,855,3455,193813,56.1,3402,98.5,2219,64.2,2769,80.1,2139,61.9,1150,33.3,1511,43.7,17514.33,5.07,3243,2152.634,0.66,0.62,0.71
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Girls,Asian,Bangladeshi,Total,Total,Total,Total,Total,Total,Total,Total,1008,5447,294908,54.1,5340,98,3261,59.9,4172,76.6,3279,60.2,1669,30.6,2235,41,26530.05,4.87,5120,2946.019,0.58,0.54,0.61
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Asian,Chinese,FSM,Total,Total,Total,Total,Total,Total,Total,159,169,10674.75,63.2,163,96.4,129,76.3,152,89.9,99,58.6,73,43.2,86,50.9,985.71,5.83,143,162.968,1.14,0.91,1.37
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Asian,Chinese,FSM all other,Total,Total,Total,Total,Total,Total,Total,949,1917,129469.5,67.5,1896,98.9,1539,80.3,1742,90.9,1330,69.4,1020,53.2,1171,61.1,12345.19,6.44,1043,1136.028,1.09,1,1.18
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Girls,Asian,Chinese,Total,Total,Total,Total,Total,Total,Total,Total,1017,2086,140144.25,67.2,2059,98.7,1668,80,1894,90.8,1429,68.5,1093,52.4,1257,60.3,13330.9,6.39,1186,1298.996,1.1,1.01,1.18
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Asian,Indian,FSM,Total,Total,Total,Total,Total,Total,Total,475,1004,51627.75,51.4,978,97.4,531,52.9,722,71.9,534,53.2,243,24.2,354,35.3,4620.32,4.6,915,560.254,0.61,0.52,0.7
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Asian,Indian,FSM all other,Total,Total,Total,Total,Total,Total,Total,1686,9501,591325.64,62.2,9413,99.1,7175,75.5,8349,87.9,6109,64.3,4074,42.9,4963,52.2,54617.36,5.75,7998,7616.71,0.95,0.92,0.98
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Girls,Asian,Indian,Total,Total,Total,Total,Total,Total,Total,Total,1756,10505,642953.39,61.2,10391,98.9,7706,73.4,9071,86.3,6643,63.2,4317,41.1,5317,50.6,59237.68,5.64,8913,8176.964,0.92,0.89,0.95
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Asian,Pakistani,FSM,Total,Total,Total,Total,Total,Total,Total,886,4164,185957.25,44.7,4036,96.9,1633,39.2,2476,59.5,2099,50.4,687,16.5,1040,25,16377.27,3.93,3853,732.818,0.19,0.15,0.23
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Asian,Pakistani,FSM all other,Total,Total,Total,Total,Total,Total,Total,1365,10038,516875.27,51.5,9878,98.4,5413,53.9,7306,72.8,5684,56.6,2522,25.1,3513,35,46404.52,4.62,9189,4576.224,0.5,0.47,0.53
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Girls,Asian,Pakistani,Total,Total,Total,Total,Total,Total,Total,Total,1516,14202,702832.52,49.5,13914,98,7046,49.6,9782,68.9,7783,54.8,3209,22.6,4553,32.1,62781.79,4.42,13042,5309.042,0.41,0.38,0.43
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Asian,Total,FSM,Total,Total,Total,Total,Total,Total,Total,1570,8736,414760.5,47.5,8467,96.9,3975,45.5,5657,64.8,4570,52.3,1829,20.9,2620,30,36882.86,4.22,7910,2787.175,0.35,0.32,0.38
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Asian,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,2617,29859,1721148.57,57.6,29455,98.6,19768,66.2,24296,81.4,18153,60.8,10492,35.1,13372,44.8,157310.94,5.27,25602,18787.247,0.73,0.72,0.75
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN provision,Girls,Asian,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,2532,35648,2043211.07,57.3,35461,99.5,23110,64.8,28918,81.1,21857,61.3,12092,33.9,15617,43.8,186302.49,5.23,30813,21727.597,0.71,0.69,0.72
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN provision,Girls,Asian,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,496,795,11027.25,13.9,362,45.5,55,6.9,99,12.5,63,7.9,17,2.1,29,3.6,898.81,1.13,705,-555.183,-0.79,-0.89,-0.68
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN provision,Girls,Asian,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,807,2152,81670.75,38,2099,97.5,578,26.9,936,43.5,803,37.3,212,9.9,346,16.1,6992.5,3.25,1994,402.008,0.2,0.14,0.26
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Girls,Asian,Total,Total,Total,Any SEN,Total,Total,Total,Total,Total,1096,2947,92698,31.5,2461,83.5,633,21.5,1035,35.1,866,29.4,229,7.8,375,12.7,7891.31,2.68,2699,-153.175,-0.06,-0.11,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Girls,Asian,Total,Total,Total,No identified SEN,Total,Total,Total,Total,Total,2532,35648,2043211.07,57.3,35461,99.5,23110,64.8,28918,81.1,21857,61.3,12092,33.9,15617,43.8,186302.49,5.23,30813,21727.597,0.71,0.69,0.72
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity major,Girls,Asian,Total,Total,Total,Total,Total,Total,Total,Total,Total,2743,38595,2135909.07,55.3,37922,98.3,23743,61.5,29953,77.6,22723,58.9,12321,31.9,15992,41.4,194193.8,5.03,33512,21574.422,0.64,0.63,0.66
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Black,Any other black background,FSM,Total,Total,Total,Total,Total,Total,Total,581,952,42699.25,44.9,917,96.3,374,39.3,590,62,452,47.5,147,15.4,232,24.4,3764.45,3.95,869,213.097,0.25,0.15,0.34
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Black,Any other black background,FSM all other,Total,Total,Total,Total,Total,Total,Total,850,1578,79616.25,50.5,1542,97.7,810,51.3,1110,70.3,784,49.7,339,21.5,483,30.6,7118.73,4.51,1353,660.662,0.49,0.41,0.56
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Girls,Black,Any other black background,Total,Total,Total,Total,Total,Total,Total,Total,1119,2530,122315.5,48.3,2459,97.2,1184,46.8,1700,67.2,1236,48.9,486,19.2,715,28.3,10883.18,4.3,2222,873.759,0.39,0.33,0.45
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Black,Black African,FSM,Total,Total,Total,Total,Total,Total,Total,1308,4990,242632.5,48.6,4870,97.6,2387,47.8,3384,67.8,2720,54.5,1049,21,1573,31.5,21750.39,4.36,4388,2165.619,0.49,0.45,0.54
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Black,Black African,FSM all other,Total,Total,Total,Total,Total,Total,Total,2014,9841,524272.76,53.3,9708,98.6,5755,58.5,7568,76.9,5236,53.2,2533,25.7,3509,35.7,47228.59,4.8,7369,4670.475,0.63,0.6,0.67
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Girls,Black,Black African,Total,Total,Total,Total,Total,Total,Total,Total,2214,14831,766905.26,51.7,14578,98.3,8142,54.9,10952,73.8,7956,53.6,3582,24.2,5082,34.3,68978.98,4.65,11757,6836.094,0.58,0.56,0.61
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Black,Caribbean,FSM,Total,Total,Total,Total,Total,Total,Total,653,1512,59055.5,39.1,1466,97,421,27.8,738,48.8,596,39.4,129,8.5,240,15.9,5043.86,3.34,1433,-431.687,-0.3,-0.37,-0.23
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Black,Caribbean,FSM all other,Total,Total,Total,Total,Total,Total,Total,850,2063,96027.88,46.5,2031,98.4,889,43.1,1328,64.4,992,48.1,361,17.5,543,26.3,8429.84,4.09,1899,224.34,0.12,0.05,0.18
202324,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity minor,Girls,Black,Caribbean,Total,Total,Total,Total,Total,Total,Total,Total,1070,3575,155083.38,43.4,3497,97.8,1310,36.6,2066,57.8,1588,44.4,490,13.7,783,21.9,13473.7,3.77,3332,-207.347,-0.06,-0.11,-0.01
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Black,Total,FSM,Total,Total,Total,Total,Total,Total,Total,1587,7454,344387.25,46.2,7253,97.3,3182,42.7,4712,63.2,3768,50.6,1325,17.8,2045,27.4,30558.7,4.1,6690,1947.029,0.29,0.26,0.32
202324,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Girls,Black,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,2218,13482,699916.89,51.9,13281,98.5,7454,55.3,10006,74.2,7012,52,3233,24,4535,33.6,62777.16,4.66,10621,5555.477,0.52,0.5,0.55
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN provision,Girls,Black,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,2267,18884,981725.89,52,18784,99.5,10259,54.3,14071,74.5,10221,54.1,4438,23.5,6377,33.8,88080.15,4.66,15413,7907.091,0.51,0.49,0.54
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN provision,Girls,Black,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,368,510,6668,13.1,247,48.4,28,5.5,48,9.4,40,7.8,11,2.2,16,3.1,539.37,1.06,451,-406.101,-0.9,-1.03,-0.77
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN provision,Girls,Black,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,714,1542,55910.25,36.3,1503,97.5,349,22.6,599,38.8,519,33.7,109,7.1,187,12.1,4716.34,3.06,1447,1.516,0,-0.07,0.07
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Girls,Black,Total,Total,Total,Any SEN,Total,Total,Total,Total,Total,937,2052,62578.25,30.5,1750,85.3,377,18.4,647,31.5,559,27.2,120,5.8,203,9.9,5255.71,2.56,1898,-404.585,-0.21,-0.28,-0.15
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Girls,Black,Total,Total,Total,No identified SEN,Total,Total,Total,Total,Total,2267,18884,981725.89,52,18784,99.5,10259,54.3,14071,74.5,10221,54.1,4438,23.5,6377,33.8,88080.15,4.66,15413,7907.091,0.51,0.49,0.54
