time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,programme,breakdown,group_name,total_ects_count,cumulative_ects,count_swfc_ects,breakdown_percent_ect,breakdown_percent_swfc_ect,programme_percent_ect,programme_percent_swfc_ect
202223,Academic year,National,England,E92000001,,,,,,Overall,Working pattern,Full time,24447,49929,22397,94.8,95.3,100,100
202324,Academic year,National,England,E92000001,,,,,,Overall,Working pattern,Full time,21815,71744,19003,94.7,95.3,100,100
202425,Academic year,National,England,E92000001,,,,,,Overall,Working pattern,Full time,17608,89352,15991,94.4,95.2,100,100
202122,Academic year,National,England,E92000001,,,,,,Overall,Working pattern,Part time,1392,1392,1202,5.2,4.8,100,100
202223,Academic year,National,England,E92000001,,,,,,Overall,Working pattern,Part time,1349,2741,1106,5.2,4.7,100,100
202324,Academic year,National,England,E92000001,,,,,,Overall,Working pattern,Part time,1213,3954,934,5.3,4.7,100,100
202425,Academic year,National,England,E92000001,,,,,,Overall,Working pattern,Part time,1037,4991,801,5.6,4.8,100,100
202122,Academic year,National,England,E92000001,,,,,,Overall,Working pattern,Unknown,2013,2013,c,z,z,100,c
202223,Academic year,National,England,E92000001,,,,,,Overall,Working pattern,Unknown,2105,4118,c,z,z,100,c
202324,Academic year,National,England,E92000001,,,,,,Overall,Working pattern,Unknown,1925,6043,c,z,z,100,c
202425,Academic year,National,England,E92000001,,,,,,Overall,Working pattern,Unknown,3891,9934,c,z,z,100,c
202122,Academic year,National,England,E92000001,,,,,,Provider-led,Working pattern,Full time,24144,24144,22711,94.8,95.2,94.7,94.9
202223,Academic year,National,England,E92000001,,,,,,Provider-led,Working pattern,Full time,22943,47087,21122,94.7,95.2,93.8,94.3
202324,Academic year,National,England,E92000001,,,,,,Provider-led,Working pattern,Full time,20702,67789,18174,94.8,95.3,94.9,95.6
202425,Academic year,National,England,E92000001,,,,,,Provider-led,Working pattern,Full time,16476,84265,15144,94.5,95.3,93.6,94.7
202122,Academic year,National,England,E92000001,,,,,,Provider-led,Working pattern,Part time,1327,1327,1151,5.2,4.8,95.3,95.8
202223,Academic year,National,England,E92000001,,,,,,Provider-led,Working pattern,Part time,1274,2601,1054,5.3,4.8,94.4,95.3
202324,Academic year,National,England,E92000001,,,,,,Provider-led,Working pattern,Part time,1138,3739,891,5.2,4.7,93.8,95.4
202425,Academic year,National,England,E92000001,,,,,,Provider-led,Working pattern,Part time,955,4694,754,5.5,4.7,92.1,94.1
202122,Academic year,National,England,E92000001,,,,,,Provider-led,Working pattern,Unknown,2010,2010,c,z,z,99.9,c
202223,Academic year,National,England,E92000001,,,,,,Provider-led,Working pattern,Unknown,2089,4099,c,z,z,99.2,c
202324,Academic year,National,England,E92000001,,,,,,Provider-led,Working pattern,Unknown,1900,5999,c,z,z,98.7,c
202425,Academic year,National,England,E92000001,,,,,,Provider-led,Working pattern,Unknown,3852,9851,c,z,z,99,c
202122,Academic year,National,England,E92000001,,,,,,School-led,Working pattern,Full time,1075,1075,1014,96.2,96.8,4.2,4.2
202223,Academic year,National,England,E92000001,,,,,,School-led,Working pattern,Full time,1132,2207,984,96.4,96.9,4.6,4.4
202324,Academic year,National,England,E92000001,,,,,,School-led,Working pattern,Full time,1002,3209,765,94.4,95.3,4.6,4
202425,Academic year,National,England,E92000001,,,,,,School-led,Working pattern,Full time,874,4083,731,94.9,96.2,5,4.6
202122,Academic year,National,England,E92000001,,,,,,School-led,Working pattern,Part time,42,42,34,3.8,3.2,3,2.8
202223,Academic year,National,England,E92000001,,,,,,School-led,Working pattern,Part time,42,84,31,3.6,3.1,3.1,2.8
202324,Academic year,National,England,E92000001,,,,,,School-led,Working pattern,Part time,60,144,38,5.6,4.7,4.9,4.1
202425,Academic year,National,England,E92000001,,,,,,School-led,Working pattern,Part time,47,191,29,5.1,3.8,4.5,3.6
202122,Academic year,National,England,E92000001,,,,,,School-led,Working pattern,Unknown,c,c,c,z,z,c,c
202223,Academic year,National,England,E92000001,,,,,,School-led,Working pattern,Unknown,16,19,c,z,z,0.8,c
202324,Academic year,National,England,E92000001,,,,,,School-led,Working pattern,Unknown,25,44,c,z,z,1.3,c
202425,Academic year,National,England,E92000001,,,,,,School-led,Working pattern,Unknown,39,83,c,z,z,1,c
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,Working pattern,Full time,263,263,205,92,92.3,1,0.9
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,Working pattern,Full time,372,635,291,91.9,93.3,1.5,1.3
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,Working pattern,Full time,111,746,64,88.1,92.8,0.5,0.3
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,Working pattern,Full time,258,1004,116,88.1,86.6,1.5,0.7
202122,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,Working pattern,Part time,23,23,17,8,7.7,1.7,1.4
202223,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,Working pattern,Part time,33,56,21,8.1,6.7,2.4,1.9
202324,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,Working pattern,Part time,15,71,5,11.9,7.2,1.2,0.5
202425,Academic year,National,England,E92000001,,,,,,Provider-led pending confirmation,Working pattern,Part time,35,106,18,11.9,13.4,3.4,2.2
202122,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,Overall,Overall,Overall,2210,2210,1960,7.7,7.8,100,100
202223,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,Overall,Overall,Overall,2271,4481,1960,8.1,8.3,100,100
202324,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,Overall,Overall,Overall,2059,6540,1622,8.3,8.1,100,100
202425,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,Overall,Overall,Overall,1703,8243,1256,7.6,7.5,100,100
202122,Academic year,Regional,England,E92000001,East of England,E12000006,,,,Overall,Overall,Overall,3129,3129,2794,10.8,11.1,100,100
202223,Academic year,Regional,England,E92000001,East of England,E12000006,,,,Overall,Overall,Overall,2951,6080,2602,10.6,11.1,100,100
202324,Academic year,Regional,England,E92000001,East of England,E12000006,,,,Overall,Overall,Overall,2512,8592,2194,10.1,11,100,100
202425,Academic year,Regional,England,E92000001,East of England,E12000006,,,,Overall,Overall,Overall,2437,11029,1976,10.8,11.8,100,100
202122,Academic year,Regional,England,E92000001,London,E12000007,,,,Overall,Overall,Overall,5569,5569,4941,19.3,19.7,100,100
202223,Academic year,Regional,England,E92000001,London,E12000007,,,,Overall,Overall,Overall,5226,10795,4559,18.7,19.4,100,100
202324,Academic year,Regional,England,E92000001,London,E12000007,,,,Overall,Overall,Overall,4637,15432,3787,18.6,19,100,100
202425,Academic year,Regional,England,E92000001,London,E12000007,,,,Overall,Overall,Overall,4216,19648,3284,18.7,19.6,100,100
202122,Academic year,Regional,England,E92000001,North East,E12000001,,,,Overall,Overall,Overall,1142,1142,933,4,3.7,100,100
202223,Academic year,Regional,England,E92000001,North East,E12000001,,,,Overall,Overall,Overall,1228,2370,928,4.4,3.9,100,100
202324,Academic year,Regional,England,E92000001,North East,E12000001,,,,Overall,Overall,Overall,1147,3517,812,4.6,4.1,100,100
202425,Academic year,Regional,England,E92000001,North East,E12000001,,,,Overall,Overall,Overall,913,4430,588,4.1,3.5,100,100
202122,Academic year,Regional,England,E92000001,North West,E12000002,,,,Overall,Overall,Overall,3563,3563,2890,12.3,11.5,100,100
202223,Academic year,Regional,England,E92000001,North West,E12000002,,,,Overall,Overall,Overall,3569,7132,2742,12.8,11.7,100,100
202324,Academic year,Regional,England,E92000001,North West,E12000002,,,,Overall,Overall,Overall,3348,10480,2448,13.4,12.3,100,100
202425,Academic year,Regional,England,E92000001,North West,E12000002,,,,Overall,Overall,Overall,3009,13489,1863,13.4,11.1,100,100
202122,Academic year,Regional,England,E92000001,South East,E12000008,,,,Overall,Overall,Overall,4720,4720,4256,16.3,16.9,100,100
202223,Academic year,Regional,England,E92000001,South East,E12000008,,,,Overall,Overall,Overall,4467,9187,3959,16,16.8,100,100
202324,Academic year,Regional,England,E92000001,South East,E12000008,,,,Overall,Overall,Overall,3895,13082,3277,15.6,16.4,100,100
202425,Academic year,Regional,England,E92000001,South East,E12000008,,,,Overall,Overall,Overall,3535,16617,2802,15.7,16.7,100,100
202122,Academic year,Regional,England,E92000001,South West,E12000009,,,,Overall,Overall,Overall,2415,2415,2117,8.4,8.4,100,100
202223,Academic year,Regional,England,E92000001,South West,E12000009,,,,Overall,Overall,Overall,2450,4865,2083,8.8,8.9,100,100
202324,Academic year,Regional,England,E92000001,South West,E12000009,,,,Overall,Overall,Overall,2076,6941,1688,8.3,8.5,100,100
202425,Academic year,Regional,England,E92000001,South West,E12000009,,,,Overall,Overall,Overall,1891,8832,1445,8.4,8.6,100,100
202122,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,Overall,Overall,Overall,3187,3187,2717,11,10.8,100,100
202223,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,Overall,Overall,Overall,3031,6218,2459,10.9,10.5,100,100
202324,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,Overall,Overall,Overall,2853,9071,2212,11.4,11.1,100,100
202425,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,Overall,Overall,Overall,2675,11746,2019,11.9,12,100,100
202122,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Overall,Overall,Overall,2952,2952,2524,10.2,10,100,100
202223,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Overall,Overall,Overall,2708,5660,2211,9.7,9.4,100,100
202324,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Overall,Overall,Overall,2426,8086,1897,9.7,9.5,100,100
202425,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Overall,Overall,Overall,2157,10243,1559,9.6,9.3,100,100
202122,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,Provider-led,Overall,Overall,2158,2158,1912,7.9,8,97.6,97.6
202223,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,Provider-led,Overall,Overall,2196,4354,1908,8.3,8.6,96.7,97.3
202324,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,Provider-led,Overall,Overall,2002,6356,1605,8.4,8.4,97.2,99
202425,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,Provider-led,Overall,Overall,1671,8027,1240,7.9,7.8,98.1,98.7
202122,Academic year,Regional,England,E92000001,East of England,E12000006,,,,Provider-led,Overall,Overall,2990,2990,2681,10.9,11.2,95.6,96
202223,Academic year,Regional,England,E92000001,East of England,E12000006,,,,Provider-led,Overall,Overall,2811,5801,2490,10.7,11.2,95.3,95.7
202324,Academic year,Regional,England,E92000001,East of England,E12000006,,,,Provider-led,Overall,Overall,2405,8206,2110,10.1,11.1,95.7,96.2
202425,Academic year,Regional,England,E92000001,East of England,E12000006,,,,Provider-led,Overall,Overall,2318,10524,1892,10.9,11.9,95.1,95.7
202122,Academic year,Regional,England,E92000001,London,E12000007,,,,Provider-led,Overall,Overall,5055,5055,4466,18.4,18.7,90.8,90.4
202223,Academic year,Regional,England,E92000001,London,E12000007,,,,Provider-led,Overall,Overall,4668,9723,4073,17.7,18.4,89.3,89.3
202324,Academic year,Regional,England,E92000001,London,E12000007,,,,Provider-led,Overall,Overall,4222,13945,3436,17.8,18,91.1,90.7
202425,Academic year,Regional,England,E92000001,London,E12000007,,,,Provider-led,Overall,Overall,3736,17681,2901,17.6,18.2,88.6,88.3
202122,Academic year,Regional,England,E92000001,North East,E12000001,,,,Provider-led,Overall,Overall,1103,1103,899,4,3.8,96.6,96.4
202223,Academic year,Regional,England,E92000001,North East,E12000001,,,,Provider-led,Overall,Overall,1168,2271,879,4.4,4,95.1,94.7
202324,Academic year,Regional,England,E92000001,North East,E12000001,,,,Provider-led,Overall,Overall,1120,3391,800,4.7,4.2,97.6,98.5
202425,Academic year,Regional,England,E92000001,North East,E12000001,,,,Provider-led,Overall,Overall,884,4275,567,4.2,3.6,96.8,96.4
202122,Academic year,Regional,England,E92000001,North West,E12000002,,,,Provider-led,Overall,Overall,3440,3440,2780,12.5,11.7,96.5,96.2
202223,Academic year,Regional,England,E92000001,North West,E12000002,,,,Provider-led,Overall,Overall,3374,6814,2590,12.8,11.7,94.5,94.5
202324,Academic year,Regional,England,E92000001,North West,E12000002,,,,Provider-led,Overall,Overall,3182,9996,2336,13.4,12.3,95,95.4
202425,Academic year,Regional,England,E92000001,North West,E12000002,,,,Provider-led,Overall,Overall,2879,12875,1780,13.5,11.2,95.7,95.5
202122,Academic year,Regional,England,E92000001,South East,E12000008,,,,Provider-led,Overall,Overall,4503,4503,4060,16.4,17,95.4,95.4
202223,Academic year,Regional,England,E92000001,South East,E12000008,,,,Provider-led,Overall,Overall,4250,8753,3768,16.2,17,95.1,95.2
202324,Academic year,Regional,England,E92000001,South East,E12000008,,,,Provider-led,Overall,Overall,3697,12450,3147,15.6,16.5,94.9,96
202425,Academic year,Regional,England,E92000001,South East,E12000008,,,,Provider-led,Overall,Overall,3313,15763,2656,15.6,16.7,93.7,94.8
202122,Academic year,Regional,England,E92000001,South West,E12000009,,,,Provider-led,Overall,Overall,2306,2306,2014,8.4,8.4,95.5,95.1
202223,Academic year,Regional,England,E92000001,South West,E12000009,,,,Provider-led,Overall,Overall,2328,4634,1980,8.8,8.9,95,95.1
202324,Academic year,Regional,England,E92000001,South West,E12000009,,,,Provider-led,Overall,Overall,2008,6642,1648,8.5,8.6,96.7,97.6
202425,Academic year,Regional,England,E92000001,South West,E12000009,,,,Provider-led,Overall,Overall,1843,8485,1417,8.7,8.9,97.5,98.1
202122,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,Provider-led,Overall,Overall,3057,3057,2600,11.1,10.9,95.9,95.7
202223,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,Provider-led,Overall,Overall,2879,5936,2342,10.9,10.6,95,95.2
202324,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,Provider-led,Overall,Overall,2716,8652,2113,11.4,11.1,95.2,95.5
202425,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,Provider-led,Overall,Overall,2542,11194,1921,11.9,12.1,95,95.1
202122,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Provider-led,Overall,Overall,2869,2869,2450,10.4,10.3,97.2,97.1
202223,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Provider-led,Overall,Overall,2632,5501,2146,10,9.7,97.2,97.1
202324,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Provider-led,Overall,Overall,2388,7889,1870,10.1,9.8,98.4,98.6
202425,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Provider-led,Overall,Overall,2097,9986,1524,9.9,9.6,97.2,97.8
202122,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,School-led,Overall,Overall,41,41,40,3.7,3.8,1.9,2
202223,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,School-led,Overall,Overall,52,93,35,4.4,3.4,2.3,1.8
202324,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,School-led,Overall,Overall,50,143,15,4.6,1.9,2.4,0.9
202425,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,School-led,Overall,Overall,14,157,8,1.5,1.1,0.8,0.6
202122,Academic year,Regional,England,E92000001,East of England,E12000006,,,,School-led,Overall,Overall,101,101,89,9,8.5,3.2,3.2
202223,Academic year,Regional,England,E92000001,East of England,E12000006,,,,School-led,Overall,Overall,95,196,75,8,7.4,3.2,2.9
202324,Academic year,Regional,England,E92000001,East of England,E12000006,,,,School-led,Overall,Overall,93,289,79,8.6,9.8,3.7,3.6
202425,Academic year,Regional,England,E92000001,East of England,E12000006,,,,School-led,Overall,Overall,91,380,70,9.5,9.2,3.7,3.5
202122,Academic year,Regional,England,E92000001,London,E12000007,,,,School-led,Overall,Overall,452,452,426,40.4,40.6,8.1,8.6
202223,Academic year,Regional,England,E92000001,London,E12000007,,,,School-led,Overall,Overall,472,924,420,39.7,41.4,9,9.2
202324,Academic year,Regional,England,E92000001,London,E12000007,,,,School-led,Overall,Overall,392,1316,335,36.1,41.7,8.5,8.8
202425,Academic year,Regional,England,E92000001,London,E12000007,,,,School-led,Overall,Overall,405,1721,348,42.2,45.8,9.6,10.6
202122,Academic year,Regional,England,E92000001,North East,E12000001,,,,School-led,Overall,Overall,29,29,26,2.6,2.5,2.5,2.8
202223,Academic year,Regional,England,E92000001,North East,E12000001,,,,School-led,Overall,Overall,23,52,18,1.9,1.8,1.9,1.9
202324,Academic year,Regional,England,E92000001,North East,E12000001,,,,School-led,Overall,Overall,23,75,8,2.1,1,2,1
202425,Academic year,Regional,England,E92000001,North East,E12000001,,,,School-led,Overall,Overall,18,93,14,1.9,1.8,2,2.4
202122,Academic year,Regional,England,E92000001,North West,E12000002,,,,School-led,Overall,Overall,102,102,93,9.1,8.9,2.9,3.2
202223,Academic year,Regional,England,E92000001,North West,E12000002,,,,School-led,Overall,Overall,137,239,109,11.5,10.7,3.8,4
202324,Academic year,Regional,England,E92000001,North West,E12000002,,,,School-led,Overall,Overall,135,374,94,12.4,11.7,4,3.8
202425,Academic year,Regional,England,E92000001,North West,E12000002,,,,School-led,Overall,Overall,92,466,60,9.6,7.9,3.1,3.2
202122,Academic year,Regional,England,E92000001,South East,E12000008,,,,School-led,Overall,Overall,161,161,153,14.4,14.6,3.4,3.6
202223,Academic year,Regional,England,E92000001,South East,E12000008,,,,School-led,Overall,Overall,175,336,156,14.7,15.4,3.9,3.9
202324,Academic year,Regional,England,E92000001,South East,E12000008,,,,School-led,Overall,Overall,181,517,122,16.7,15.2,4.6,3.7
202425,Academic year,Regional,England,E92000001,South East,E12000008,,,,School-led,Overall,Overall,177,694,127,18.4,16.7,5,4.5
202122,Academic year,Regional,England,E92000001,South West,E12000009,,,,School-led,Overall,Overall,84,84,82,7.5,7.8,3.5,3.9
202223,Academic year,Regional,England,E92000001,South West,E12000009,,,,School-led,Overall,Overall,78,162,72,6.6,7.1,3.2,3.5
202324,Academic year,Regional,England,E92000001,South West,E12000009,,,,School-led,Overall,Overall,63,225,38,5.8,4.7,3,2.3
202425,Academic year,Regional,England,E92000001,South West,E12000009,,,,School-led,Overall,Overall,28,253,21,2.9,2.8,1.5,1.5
202122,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,School-led,Overall,Overall,88,88,83,7.9,7.9,2.8,3.1
202223,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,School-led,Overall,Overall,109,197,86,9.2,8.5,3.6,3.5
202324,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,School-led,Overall,Overall,119,316,90,10.9,11.2,4.2,4.1
202425,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,School-led,Overall,Overall,98,414,85,10.2,11.2,3.7,4.2
202122,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,School-led,Overall,Overall,62,62,56,5.5,5.3,2.1,2.2
202223,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,School-led,Overall,Overall,49,111,44,4.1,4.3,1.8,2
202324,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,School-led,Overall,Overall,31,142,22,2.9,2.7,1.3,1.2
202425,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,School-led,Overall,Overall,37,179,27,3.9,3.6,1.7,1.7
202122,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,Provider-led pending confirmation,Overall,Overall,11,11,8,3.8,3.6,0.5,0.4
202223,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,Provider-led pending confirmation,Overall,Overall,23,34,17,5.7,5.4,1,0.9
202324,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,Provider-led pending confirmation,Overall,Overall,7,41,c,5.6,c,0.3,c
202425,Academic year,Regional,England,E92000001,East Midlands,E12000004,,,,Provider-led pending confirmation,Overall,Overall,18,59,8,6.1,6,1.1,0.6
202122,Academic year,Regional,England,E92000001,East of England,E12000006,,,,Provider-led pending confirmation,Overall,Overall,38,38,24,13.3,10.8,1.2,0.9
202223,Academic year,Regional,England,E92000001,East of England,E12000006,,,,Provider-led pending confirmation,Overall,Overall,45,83,37,11.1,11.9,1.5,1.4
202324,Academic year,Regional,England,E92000001,East of England,E12000006,,,,Provider-led pending confirmation,Overall,Overall,14,97,5,11.1,7.2,0.6,0.2
202425,Academic year,Regional,England,E92000001,East of England,E12000006,,,,Provider-led pending confirmation,Overall,Overall,28,125,14,9.6,10.4,1.1,0.7
202122,Academic year,Regional,England,E92000001,London,E12000007,,,,Provider-led pending confirmation,Overall,Overall,62,62,49,21.7,22.1,1.1,1
202223,Academic year,Regional,England,E92000001,London,E12000007,,,,Provider-led pending confirmation,Overall,Overall,86,148,66,21.2,21.2,1.6,1.4
202324,Academic year,Regional,England,E92000001,London,E12000007,,,,Provider-led pending confirmation,Overall,Overall,23,171,16,18.3,23.2,0.5,0.4
202425,Academic year,Regional,England,E92000001,London,E12000007,,,,Provider-led pending confirmation,Overall,Overall,75,246,35,25.6,26.1,1.8,1.1
202122,Academic year,Regional,England,E92000001,North East,E12000001,,,,Provider-led pending confirmation,Overall,Overall,10,10,8,3.5,3.6,0.9,0.9
202223,Academic year,Regional,England,E92000001,North East,E12000001,,,,Provider-led pending confirmation,Overall,Overall,37,47,31,9.1,9.9,3,3.3
202324,Academic year,Regional,England,E92000001,North East,E12000001,,,,Provider-led pending confirmation,Overall,Overall,4,51,4,3.2,5.8,0.3,0.5
202425,Academic year,Regional,England,E92000001,North East,E12000001,,,,Provider-led pending confirmation,Overall,Overall,11,62,7,3.8,5.2,1.2,1.2
202122,Academic year,Regional,England,E92000001,North West,E12000002,,,,Provider-led pending confirmation,Overall,Overall,21,21,17,7.3,7.7,0.6,0.6
202223,Academic year,Regional,England,E92000001,North West,E12000002,,,,Provider-led pending confirmation,Overall,Overall,58,79,43,14.3,13.8,1.6,1.6
202324,Academic year,Regional,England,E92000001,North West,E12000002,,,,Provider-led pending confirmation,Overall,Overall,31,110,18,24.6,26.1,0.9,0.7
202425,Academic year,Regional,England,E92000001,North West,E12000002,,,,Provider-led pending confirmation,Overall,Overall,38,148,23,13,17.2,1.3,1.2
202122,Academic year,Regional,England,E92000001,South East,E12000008,,,,Provider-led pending confirmation,Overall,Overall,56,56,43,19.6,19.4,1.2,1
202223,Academic year,Regional,England,E92000001,South East,E12000008,,,,Provider-led pending confirmation,Overall,Overall,42,98,35,10.4,11.2,0.9,0.9
202324,Academic year,Regional,England,E92000001,South East,E12000008,,,,Provider-led pending confirmation,Overall,Overall,17,115,8,13.5,11.6,0.4,0.2
202425,Academic year,Regional,England,E92000001,South East,E12000008,,,,Provider-led pending confirmation,Overall,Overall,45,160,19,15.4,14.2,1.3,0.7
202122,Academic year,Regional,England,E92000001,South West,E12000009,,,,Provider-led pending confirmation,Overall,Overall,25,25,21,8.7,9.5,1,1
202223,Academic year,Regional,England,E92000001,South West,E12000009,,,,Provider-led pending confirmation,Overall,Overall,44,69,31,10.9,9.9,1.8,1.5
202324,Academic year,Regional,England,E92000001,South West,E12000009,,,,Provider-led pending confirmation,Overall,Overall,5,74,c,4,c,0.2,c
202425,Academic year,Regional,England,E92000001,South West,E12000009,,,,Provider-led pending confirmation,Overall,Overall,20,94,7,6.8,5.2,1.1,0.5
202122,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,Provider-led pending confirmation,Overall,Overall,42,42,34,14.7,15.3,1.3,1.3
202223,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,Provider-led pending confirmation,Overall,Overall,43,85,31,10.6,9.9,1.4,1.3
202324,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,Provider-led pending confirmation,Overall,Overall,18,103,9,14.3,13,0.6,0.4
202425,Academic year,Regional,England,E92000001,West Midlands,E12000005,,,,Provider-led pending confirmation,Overall,Overall,35,138,13,11.9,9.7,1.3,0.6
202122,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Provider-led pending confirmation,Overall,Overall,21,21,18,7.3,8.1,0.7,0.7
202223,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Provider-led pending confirmation,Overall,Overall,27,48,21,6.7,6.7,1,0.9
202324,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Provider-led pending confirmation,Overall,Overall,7,55,5,5.6,7.2,0.3,0.3
202425,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Provider-led pending confirmation,Overall,Overall,23,78,8,7.8,6,1.1,0.5
202122,Academic year,Local authority,England,E92000001,,,City of London,201,E09000001,Overall,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,City of London,201,E09000001,Overall,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,City of London,201,E09000001,Overall,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,City of London,201,E09000001,Overall,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Camden,202,E09000007,Overall,Overall,Overall,97,97,92,0.3,0.4,100,100
202223,Academic year,Local authority,England,E92000001,,,Camden,202,E09000007,Overall,Overall,Overall,113,210,99,0.4,0.4,100,100
202324,Academic year,Local authority,England,E92000001,,,Camden,202,E09000007,Overall,Overall,Overall,90,300,77,0.4,0.4,100,100
202425,Academic year,Local authority,England,E92000001,,,Camden,202,E09000007,Overall,Overall,Overall,78,378,63,0.3,0.4,100,100
202122,Academic year,Local authority,England,E92000001,,,Greenwich,203,E09000011,Overall,Overall,Overall,187,187,167,0.6,0.7,100,100
202223,Academic year,Local authority,England,E92000001,,,Greenwich,203,E09000011,Overall,Overall,Overall,210,397,176,0.8,0.7,100,100
202324,Academic year,Local authority,England,E92000001,,,Greenwich,203,E09000011,Overall,Overall,Overall,151,548,99,0.6,0.5,100,100
202425,Academic year,Local authority,England,E92000001,,,Greenwich,203,E09000011,Overall,Overall,Overall,148,696,109,0.7,0.6,100,100
202122,Academic year,Local authority,England,E92000001,,,Hackney,204,E09000012,Overall,Overall,Overall,179,179,168,0.6,0.7,100,100
202223,Academic year,Local authority,England,E92000001,,,Hackney,204,E09000012,Overall,Overall,Overall,145,324,125,0.5,0.5,100,100
202324,Academic year,Local authority,England,E92000001,,,Hackney,204,E09000012,Overall,Overall,Overall,147,471,115,0.6,0.6,100,100
202425,Academic year,Local authority,England,E92000001,,,Hackney,204,E09000012,Overall,Overall,Overall,123,594,84,0.5,0.5,100,100
202122,Academic year,Local authority,England,E92000001,,,Hammersmith and Fulham,205,E09000013,Overall,Overall,Overall,130,130,120,0.5,0.5,100,100
202223,Academic year,Local authority,England,E92000001,,,Hammersmith and Fulham,205,E09000013,Overall,Overall,Overall,101,231,90,0.4,0.4,100,100
202324,Academic year,Local authority,England,E92000001,,,Hammersmith and Fulham,205,E09000013,Overall,Overall,Overall,83,314,76,0.3,0.4,100,100
202425,Academic year,Local authority,England,E92000001,,,Hammersmith and Fulham,205,E09000013,Overall,Overall,Overall,99,413,88,0.4,0.5,100,100
202122,Academic year,Local authority,England,E92000001,,,Islington,206,E09000019,Overall,Overall,Overall,94,94,87,0.3,0.3,100,100
202223,Academic year,Local authority,England,E92000001,,,Islington,206,E09000019,Overall,Overall,Overall,103,197,96,0.4,0.4,100,100
202324,Academic year,Local authority,England,E92000001,,,Islington,206,E09000019,Overall,Overall,Overall,101,298,87,0.4,0.4,100,100
202425,Academic year,Local authority,England,E92000001,,,Islington,206,E09000019,Overall,Overall,Overall,63,361,47,0.3,0.3,100,100
