time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,programme,breakdown,group_name,count_swfc_ects,count_one_year_retention,count_two_year_retention,count_three_year_retention,percent_one_year_retention,percent_two_year_retention,percent_three_year_retention
202324,Academic year,National,England,E92000001,,,Overall,Gender,Unknown,46,43,z,z,93.5,z,z
202122,Academic year,National,England,E92000001,,,Provider-led,Gender,Female,15408,13626,12409,11486,88.4,80.5,74.5
202223,Academic year,National,England,E92000001,,,Provider-led,Gender,Female,15165,13539,12325,z,89.3,81.3,z
202324,Academic year,National,England,E92000001,,,Provider-led,Gender,Female,13066,11789,z,z,90.2,z,z
202122,Academic year,National,England,E92000001,,,Provider-led,Gender,Male,5230,4475,4001,3723,85.6,76.5,71.2
202223,Academic year,National,England,E92000001,,,Provider-led,Gender,Male,5036,4436,3975,z,88.1,78.9,z
202324,Academic year,National,England,E92000001,,,Provider-led,Gender,Male,4118,3619,z,z,87.9,z,z
202122,Academic year,National,England,E92000001,,,Provider-led,Gender,Unknown,49,43,38,35,87.8,77.6,71.4
202223,Academic year,National,England,E92000001,,,Provider-led,Gender,Unknown,19,18,13,z,u,u,z
202324,Academic year,National,England,E92000001,,,Provider-led,Gender,Unknown,45,42,z,z,93.3,z,z
202122,Academic year,National,England,E92000001,,,School-led,Gender,Female,764,665,592,545,87,77.5,71.3
202223,Academic year,National,England,E92000001,,,School-led,Gender,Female,737,648,576,z,87.9,78.2,z
202324,Academic year,National,England,E92000001,,,School-led,Gender,Female,599,543,z,z,90.7,z,z
202122,Academic year,National,England,E92000001,,,School-led,Gender,Male,274,237,198,169,86.5,72.3,61.7
202223,Academic year,National,England,E92000001,,,School-led,Gender,Male,269,225,199,z,83.6,74,z
202324,Academic year,National,England,E92000001,,,School-led,Gender,Male,202,186,z,z,92.1,z,z
202122,Academic year,National,England,E92000001,,,School-led,Gender,Unknown,c,c,c,c,c,c,c
202223,Academic year,National,England,E92000001,,,School-led,Gender,Unknown,c,c,c,z,c,c,z
202324,Academic year,National,England,E92000001,,,School-led,Gender,Unknown,c,c,z,z,c,z,z
202122,Academic year,National,England,E92000001,,,Overall,Ethnicity,Any Other ethnic group,174,146,136,133,83.9,78.2,76.4
202223,Academic year,National,England,E92000001,,,Overall,Ethnicity,Any Other ethnic group,235,201,184,z,85.5,78.3,z
202324,Academic year,National,England,E92000001,,,Overall,Ethnicity,Any Other ethnic group,217,189,z,z,87.1,z,z
202122,Academic year,National,England,E92000001,,,Overall,Ethnicity,Any other Mixed background,464,401,347,320,86.4,74.8,69
202223,Academic year,National,England,E92000001,,,Overall,Ethnicity,Any other Mixed background,487,416,368,z,85.4,75.6,z
202324,Academic year,National,England,E92000001,,,Overall,Ethnicity,Any other Mixed background,403,366,z,z,90.8,z,z
202122,Academic year,National,England,E92000001,,,Overall,Ethnicity,Asian or Asian British,1393,1201,1054,956,86.2,75.7,68.6
202223,Academic year,National,England,E92000001,,,Overall,Ethnicity,Asian or Asian British,1511,1295,1189,z,85.7,78.7,z
202324,Academic year,National,England,E92000001,,,Overall,Ethnicity,Asian or Asian British,1422,1238,z,z,87.1,z,z
202122,Academic year,National,England,E92000001,,,Overall,Ethnicity,Black or Black British,642,548,475,426,85.4,74,66.4
202223,Academic year,National,England,E92000001,,,Overall,Ethnicity,Black or Black British,605,536,473,z,88.6,78.2,z
202324,Academic year,National,England,E92000001,,,Overall,Ethnicity,Black or Black British,581,515,z,z,88.6,z,z
202122,Academic year,National,England,E92000001,,,Overall,Ethnicity,Unknown,2801,2388,2211,1997,85.3,78.9,71.3
202223,Academic year,National,England,E92000001,,,Overall,Ethnicity,Unknown,3092,2728,2423,z,88.2,78.4,z
202324,Academic year,National,England,E92000001,,,Overall,Ethnicity,Unknown,3093,2760,z,z,89.2,z,z
202122,Academic year,National,England,E92000001,,,Overall,Ethnicity,White,16252,14362,13015,12126,88.4,80.1,74.6
202223,Academic year,National,England,E92000001,,,Overall,Ethnicity,White,15299,13692,12452,z,89.5,81.4,z
202324,Academic year,National,England,E92000001,,,Overall,Ethnicity,White,12315,11112,z,z,90.2,z,z
202122,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Any Other ethnic group,168,141,132,131,83.9,78.6,78
202223,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Any Other ethnic group,216,185,171,z,85.6,79.2,z
202324,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Any Other ethnic group,205,180,z,z,87.8,z,z
202122,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Any other Mixed background,428,370,320,297,86.4,74.8,69.4
202223,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Any other Mixed background,464,398,351,z,85.8,75.6,z
202324,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Any other Mixed background,380,344,z,z,90.5,z,z
202122,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Asian or Asian British,1282,1110,974,883,86.6,76,68.9
202223,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Asian or Asian British,1390,1192,1090,z,85.8,78.4,z
202324,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Asian or Asian British,1294,1122,z,z,86.7,z,z
202122,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Black or Black British,596,507,444,399,85.1,74.5,66.9
202223,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Black or Black British,548,490,429,z,89.4,78.3,z
202324,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Black or Black British,536,471,z,z,87.9,z,z
202122,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Unknown,2676,2284,2119,1912,85.4,79.2,71.4
202223,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Unknown,2956,2608,2324,z,88.2,78.6,z
202324,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,Unknown,2961,2647,z,z,89.4,z,z
202122,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,White,15537,13732,12459,11622,88.4,80.2,74.8
202223,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,White,14646,13120,11948,z,89.6,81.6,z
202324,Academic year,National,England,E92000001,,,Provider-led,Ethnicity,White,11853,10686,z,z,90.2,z,z
202122,Academic year,National,England,E92000001,,,School-led,Ethnicity,Any Other ethnic group,6,5,4,c,u,u,c
202223,Academic year,National,England,E92000001,,,School-led,Ethnicity,Any Other ethnic group,19,16,13,z,u,u,z
202324,Academic year,National,England,E92000001,,,School-led,Ethnicity,Any Other ethnic group,12,9,z,z,u,z,z
202122,Academic year,National,England,E92000001,,,School-led,Ethnicity,Any other Mixed background,36,31,27,23,86.1,75,63.9
202223,Academic year,National,England,E92000001,,,School-led,Ethnicity,Any other Mixed background,23,18,17,z,u,u,z
202324,Academic year,National,England,E92000001,,,School-led,Ethnicity,Any other Mixed background,23,22,z,z,u,z,z
202122,Academic year,National,England,E92000001,,,School-led,Ethnicity,Asian or Asian British,111,91,80,73,82,72.1,65.8
202223,Academic year,National,England,E92000001,,,School-led,Ethnicity,Asian or Asian British,121,103,99,z,85.1,81.8,z
202324,Academic year,National,England,E92000001,,,School-led,Ethnicity,Asian or Asian British,128,116,z,z,90.6,z,z
202122,Academic year,National,England,E92000001,,,School-led,Ethnicity,Black or Black British,46,41,31,27,89.1,67.4,58.7
202223,Academic year,National,England,E92000001,,,School-led,Ethnicity,Black or Black British,57,46,44,z,80.7,77.2,z
202324,Academic year,National,England,E92000001,,,School-led,Ethnicity,Black or Black British,45,44,z,z,97.8,z,z
202122,Academic year,National,England,E92000001,,,School-led,Ethnicity,Unknown,125,104,92,85,83.2,73.6,68
202223,Academic year,National,England,E92000001,,,School-led,Ethnicity,Unknown,136,120,99,z,88.2,72.8,z
202324,Academic year,National,England,E92000001,,,School-led,Ethnicity,Unknown,132,113,z,z,85.6,z,z
202122,Academic year,National,England,E92000001,,,School-led,Ethnicity,White,715,630,556,504,88.1,77.8,70.5
202223,Academic year,National,England,E92000001,,,School-led,Ethnicity,White,653,572,504,z,87.6,77.2,z
202324,Academic year,National,England,E92000001,,,School-led,Ethnicity,White,462,426,z,z,92.2,z,z
202122,Academic year,National,England,E92000001,,,Overall,Working pattern,Full time,20728,18237,16477,15240,88,79.5,73.5
202223,Academic year,National,England,E92000001,,,Overall,Working pattern,Full time,20261,18076,16382,z,89.2,80.9,z
202324,Academic year,National,England,E92000001,,,Overall,Working pattern,Full time,17249,15529,z,z,90,z,z
202122,Academic year,National,England,E92000001,,,Overall,Working pattern,Part time,998,809,761,718,81.1,76.3,71.9
202223,Academic year,National,England,E92000001,,,Overall,Working pattern,Part time,968,792,707,z,81.8,73,z
202324,Academic year,National,England,E92000001,,,Overall,Working pattern,Part time,782,651,z,z,83.2,z,z
202122,Academic year,National,England,E92000001,,,Provider-led,Working pattern,Full time,19721,17361,15709,14547,88,79.7,73.8
202223,Academic year,National,England,E92000001,,,Provider-led,Working pattern,Full time,19283,17227,15627,z,89.3,81,z
202324,Academic year,National,England,E92000001,,,Provider-led,Working pattern,Full time,16485,14829,z,z,90,z,z
202122,Academic year,National,England,E92000001,,,Provider-led,Working pattern,Part time,966,783,739,697,81.1,76.5,72.2
202223,Academic year,National,England,E92000001,,,Provider-led,Working pattern,Part time,937,766,686,z,81.8,73.2,z
202324,Academic year,National,England,E92000001,,,Provider-led,Working pattern,Part time,744,621,z,z,83.5,z,z
202122,Academic year,National,England,E92000001,,,School-led,Working pattern,Full time,1007,876,768,693,87,76.3,68.8
202223,Academic year,National,England,E92000001,,,School-led,Working pattern,Full time,978,849,755,z,86.8,77.2,z
202324,Academic year,National,England,E92000001,,,School-led,Working pattern,Full time,764,700,z,z,91.6,z,z
202122,Academic year,National,England,E92000001,,,School-led,Working pattern,Part time,32,26,22,21,81.2,68.8,65.6
202223,Academic year,National,England,E92000001,,,School-led,Working pattern,Part time,31,26,21,z,83.9,67.7,z
202324,Academic year,National,England,E92000001,,,School-led,Working pattern,Part time,38,30,z,z,78.9,z,z
202122,Academic year,Regional,England,E92000001,East Midlands,E12000004,Overall,Overall,Overall,1680,1499,1370,1284,89.2,81.5,76.4
202223,Academic year,Regional,England,E92000001,East Midlands,E12000004,Overall,Overall,Overall,1770,1581,1470,z,89.3,83.1,z
202324,Academic year,Regional,England,E92000001,East Midlands,E12000004,Overall,Overall,Overall,1429,1279,z,z,89.5,z,z
202122,Academic year,Regional,England,E92000001,East of England,E12000006,Overall,Overall,Overall,2504,2270,2066,1921,90.7,82.5,76.7
202223,Academic year,Regional,England,E92000001,East of England,E12000006,Overall,Overall,Overall,2420,2205,2027,z,91.1,83.8,z
202324,Academic year,Regional,England,E92000001,East of England,E12000006,Overall,Overall,Overall,2017,1869,z,z,92.7,z,z
202122,Academic year,Regional,England,E92000001,London,E12000007,Overall,Overall,Overall,4328,3786,3245,2908,87.5,75,67.2
202223,Academic year,Regional,England,E92000001,London,E12000007,Overall,Overall,Overall,4128,3705,3235,z,89.8,78.4,z
202324,Academic year,Regional,England,E92000001,London,E12000007,Overall,Overall,Overall,3507,3158,z,z,90,z,z
202122,Academic year,Regional,England,E92000001,North East,E12000001,Overall,Overall,Overall,776,663,603,586,85.4,77.7,75.5
202223,Academic year,Regional,England,E92000001,North East,E12000001,Overall,Overall,Overall,804,705,649,z,87.7,80.7,z
202324,Academic year,Regional,England,E92000001,North East,E12000001,Overall,Overall,Overall,720,627,z,z,87.1,z,z
202122,Academic year,Regional,England,E92000001,North West,E12000002,Overall,Overall,Overall,2443,2056,1931,1808,84.2,79,74
202223,Academic year,Regional,England,E92000001,North West,E12000002,Overall,Overall,Overall,2434,2111,1908,z,86.7,78.4,z
202324,Academic year,Regional,England,E92000001,North West,E12000002,Overall,Overall,Overall,2159,1873,z,z,86.8,z,z
202122,Academic year,Regional,England,E92000001,South East,E12000008,Overall,Overall,Overall,3746,3362,3057,2778,89.7,81.6,74.2
202223,Academic year,Regional,England,E92000001,South East,E12000008,Overall,Overall,Overall,3641,3266,2934,z,89.7,80.6,z
202324,Academic year,Regional,England,E92000001,South East,E12000008,Overall,Overall,Overall,3033,2771,z,z,91.4,z,z
202122,Academic year,Regional,England,E92000001,South West,E12000009,Overall,Overall,Overall,1852,1607,1448,1340,86.8,78.2,72.4
202223,Academic year,Regional,England,E92000001,South West,E12000009,Overall,Overall,Overall,1883,1671,1504,z,88.7,79.9,z
202324,Academic year,Regional,England,E92000001,South West,E12000009,Overall,Overall,Overall,1513,1353,z,z,89.4,z,z
202122,Academic year,Regional,England,E92000001,West Midlands,E12000005,Overall,Overall,Overall,2310,1983,1844,1748,85.8,79.8,75.7
202223,Academic year,Regional,England,E92000001,West Midlands,E12000005,Overall,Overall,Overall,2190,1921,1813,z,87.7,82.8,z
202324,Academic year,Regional,England,E92000001,West Midlands,E12000005,Overall,Overall,Overall,1984,1759,z,z,88.7,z,z
202122,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,Overall,Overall,Overall,2087,1820,1674,1585,87.2,80.2,75.9
202223,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,Overall,Overall,Overall,1959,1703,1549,z,86.9,79.1,z
202324,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,Overall,Overall,Overall,1669,1491,z,z,89.3,z,z
202122,Academic year,Regional,England,E92000001,East Midlands,E12000004,Provider-led,Overall,Overall,1640,1461,1337,1251,89.1,81.5,76.3
202223,Academic year,Regional,England,E92000001,East Midlands,E12000004,Provider-led,Overall,Overall,1735,1548,1439,z,89.2,82.9,z
202324,Academic year,Regional,England,E92000001,East Midlands,E12000004,Provider-led,Overall,Overall,1414,1265,z,z,89.5,z,z
202122,Academic year,Regional,England,E92000001,East of England,E12000006,Provider-led,Overall,Overall,2417,2191,2000,1861,90.6,82.7,77
202223,Academic year,Regional,England,E92000001,East of England,E12000006,Provider-led,Overall,Overall,2346,2141,1967,z,91.3,83.8,z
202324,Academic year,Regional,England,E92000001,East of England,E12000006,Provider-led,Overall,Overall,1938,1796,z,z,92.7,z,z
202122,Academic year,Regional,England,E92000001,London,E12000007,Provider-led,Overall,Overall,3905,3418,2932,2639,87.5,75.1,67.6
202223,Academic year,Regional,England,E92000001,London,E12000007,Provider-led,Overall,Overall,3710,3324,2911,z,89.6,78.5,z
202324,Academic year,Regional,England,E92000001,London,E12000007,Provider-led,Overall,Overall,3173,2850,z,z,89.8,z,z
202122,Academic year,Regional,England,E92000001,North East,E12000001,Provider-led,Overall,Overall,750,639,581,565,85.2,77.5,75.3
202223,Academic year,Regional,England,E92000001,North East,E12000001,Provider-led,Overall,Overall,786,689,635,z,87.7,80.8,z
202324,Academic year,Regional,England,E92000001,North East,E12000001,Provider-led,Overall,Overall,712,621,z,z,87.2,z,z
202122,Academic year,Regional,England,E92000001,North West,E12000002,Provider-led,Overall,Overall,2351,1982,1865,1742,84.3,79.3,74.1
202223,Academic year,Regional,England,E92000001,North West,E12000002,Provider-led,Overall,Overall,2327,2027,1835,z,87.1,78.9,z
202324,Academic year,Regional,England,E92000001,North West,E12000002,Provider-led,Overall,Overall,2065,1794,z,z,86.9,z,z
202122,Academic year,Regional,England,E92000001,South East,E12000008,Provider-led,Overall,Overall,3594,3227,2937,2667,89.8,81.7,74.2
202223,Academic year,Regional,England,E92000001,South East,E12000008,Provider-led,Overall,Overall,3486,3139,2814,z,90,80.7,z
202324,Academic year,Regional,England,E92000001,South East,E12000008,Provider-led,Overall,Overall,2911,2657,z,z,91.3,z,z
202122,Academic year,Regional,England,E92000001,South West,E12000009,Provider-led,Overall,Overall,1771,1539,1387,1288,86.9,78.3,72.7
202223,Academic year,Regional,England,E92000001,South West,E12000009,Provider-led,Overall,Overall,1811,1608,1452,z,88.8,80.2,z
202324,Academic year,Regional,England,E92000001,South West,E12000009,Provider-led,Overall,Overall,1475,1319,z,z,89.4,z,z
202122,Academic year,Regional,England,E92000001,West Midlands,E12000005,Provider-led,Overall,Overall,2228,1914,1777,1688,85.9,79.8,75.8
202223,Academic year,Regional,England,E92000001,West Midlands,E12000005,Provider-led,Overall,Overall,2104,1852,1748,z,88,83.1,z
202324,Academic year,Regional,England,E92000001,West Midlands,E12000005,Provider-led,Overall,Overall,1894,1676,z,z,88.5,z,z
202122,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,Provider-led,Overall,Overall,2031,1773,1632,1543,87.3,80.4,76
202223,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,Provider-led,Overall,Overall,1915,1665,1512,z,86.9,79,z
202324,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,Provider-led,Overall,Overall,1647,1472,z,z,89.4,z,z
202122,Academic year,Regional,England,E92000001,East Midlands,E12000004,School-led,Overall,Overall,40,38,33,33,95,82.5,82.5
202223,Academic year,Regional,England,E92000001,East Midlands,E12000004,School-led,Overall,Overall,35,33,31,z,94.3,88.6,z
202324,Academic year,Regional,England,E92000001,East Midlands,E12000004,School-led,Overall,Overall,15,14,z,z,u,z,z
202122,Academic year,Regional,England,E92000001,East of England,E12000006,School-led,Overall,Overall,87,79,66,60,90.8,75.9,69
202223,Academic year,Regional,England,E92000001,East of England,E12000006,School-led,Overall,Overall,74,64,60,z,86.5,81.1,z
202324,Academic year,Regional,England,E92000001,East of England,E12000006,School-led,Overall,Overall,79,73,z,z,92.4,z,z
202122,Academic year,Regional,England,E92000001,London,E12000007,School-led,Overall,Overall,423,368,313,269,87,74,63.6
202223,Academic year,Regional,England,E92000001,London,E12000007,School-led,Overall,Overall,418,381,324,z,91.1,77.5,z
202324,Academic year,Regional,England,E92000001,London,E12000007,School-led,Overall,Overall,334,308,z,z,92.2,z,z
202122,Academic year,Regional,England,E92000001,North East,E12000001,School-led,Overall,Overall,26,24,22,21,u,u,u
202223,Academic year,Regional,England,E92000001,North East,E12000001,School-led,Overall,Overall,18,16,14,z,u,u,z
202324,Academic year,Regional,England,E92000001,North East,E12000001,School-led,Overall,Overall,8,6,z,z,u,z,z
202122,Academic year,Regional,England,E92000001,North West,E12000002,School-led,Overall,Overall,92,74,66,66,80.4,71.7,71.7
202223,Academic year,Regional,England,E92000001,North West,E12000002,School-led,Overall,Overall,107,84,73,z,78.5,68.2,z
202324,Academic year,Regional,England,E92000001,North West,E12000002,School-led,Overall,Overall,94,79,z,z,84,z,z
202122,Academic year,Regional,England,E92000001,South East,E12000008,School-led,Overall,Overall,152,135,120,111,88.8,78.9,73
202223,Academic year,Regional,England,E92000001,South East,E12000008,School-led,Overall,Overall,155,127,120,z,81.9,77.4,z
202324,Academic year,Regional,England,E92000001,South East,E12000008,School-led,Overall,Overall,122,114,z,z,93.4,z,z
202122,Academic year,Regional,England,E92000001,South West,E12000009,School-led,Overall,Overall,81,68,61,52,84,75.3,64.2
202223,Academic year,Regional,England,E92000001,South West,E12000009,School-led,Overall,Overall,72,63,52,z,87.5,72.2,z
202324,Academic year,Regional,England,E92000001,South West,E12000009,School-led,Overall,Overall,38,34,z,z,89.5,z,z
202122,Academic year,Regional,England,E92000001,West Midlands,E12000005,School-led,Overall,Overall,82,69,67,60,84.1,81.7,73.2
202223,Academic year,Regional,England,E92000001,West Midlands,E12000005,School-led,Overall,Overall,86,69,65,z,80.2,75.6,z
202324,Academic year,Regional,England,E92000001,West Midlands,E12000005,School-led,Overall,Overall,90,83,z,z,92.2,z,z
202122,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,School-led,Overall,Overall,56,47,42,42,83.9,75,75
202223,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,School-led,Overall,Overall,44,38,37,z,86.4,84.1,z
202324,Academic year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,School-led,Overall,Overall,22,19,z,z,u,z,z
