time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,breakdown,group_name,total_mentors_trained_count_provider_led,breakdown_percent_mentor
202122,Academic year,Local authority,England,E92000001,,,Solihull,334,E08000029,Overall,Overall,109,0.4
202223,Academic year,Local authority,England,E92000001,,,Solihull,334,E08000029,Overall,Overall,129,0.5
202324,Academic year,Local authority,England,E92000001,,,Solihull,334,E08000029,Overall,Overall,80,0.4
202425,Academic year,Local authority,England,E92000001,,,Solihull,334,E08000029,Overall,Overall,67,0.4
202122,Academic year,Local authority,England,E92000001,,,Walsall,335,E08000030,Overall,Overall,172,0.7
202223,Academic year,Local authority,England,E92000001,,,Walsall,335,E08000030,Overall,Overall,146,0.6
202324,Academic year,Local authority,England,E92000001,,,Walsall,335,E08000030,Overall,Overall,137,0.7
202425,Academic year,Local authority,England,E92000001,,,Walsall,335,E08000030,Overall,Overall,103,0.7
202122,Academic year,Local authority,England,E92000001,,,Wolverhampton,336,E08000031,Overall,Overall,175,0.7
202223,Academic year,Local authority,England,E92000001,,,Wolverhampton,336,E08000031,Overall,Overall,143,0.6
202324,Academic year,Local authority,England,E92000001,,,Wolverhampton,336,E08000031,Overall,Overall,122,0.6
202425,Academic year,Local authority,England,E92000001,,,Wolverhampton,336,E08000031,Overall,Overall,107,0.7
202122,Academic year,Local authority,England,E92000001,,,Knowsley,340,E08000011,Overall,Overall,52,0.2
202223,Academic year,Local authority,England,E92000001,,,Knowsley,340,E08000011,Overall,Overall,54,0.2
202324,Academic year,Local authority,England,E92000001,,,Knowsley,340,E08000011,Overall,Overall,44,0.2
202425,Academic year,Local authority,England,E92000001,,,Knowsley,340,E08000011,Overall,Overall,36,0.2
202122,Academic year,Local authority,England,E92000001,,,Liverpool,341,E08000012,Overall,Overall,218,0.8
202223,Academic year,Local authority,England,E92000001,,,Liverpool,341,E08000012,Overall,Overall,183,0.7
202324,Academic year,Local authority,England,E92000001,,,Liverpool,341,E08000012,Overall,Overall,195,1
202425,Academic year,Local authority,England,E92000001,,,Liverpool,341,E08000012,Overall,Overall,158,1
202122,Academic year,Local authority,England,E92000001,,,St. Helens,342,E08000013,Overall,Overall,74,0.3
202223,Academic year,Local authority,England,E92000001,,,St. Helens,342,E08000013,Overall,Overall,58,0.2
202324,Academic year,Local authority,England,E92000001,,,St. Helens,342,E08000013,Overall,Overall,52,0.3
202425,Academic year,Local authority,England,E92000001,,,St. Helens,342,E08000013,Overall,Overall,40,0.3
202122,Academic year,Local authority,England,E92000001,,,Sefton,343,E08000014,Overall,Overall,111,0.4
202223,Academic year,Local authority,England,E92000001,,,Sefton,343,E08000014,Overall,Overall,86,0.3
202324,Academic year,Local authority,England,E92000001,,,Sefton,343,E08000014,Overall,Overall,70,0.4
202425,Academic year,Local authority,England,E92000001,,,Sefton,343,E08000014,Overall,Overall,61,0.4
202122,Academic year,Local authority,England,E92000001,,,Wirral,344,E08000015,Overall,Overall,150,0.6
202223,Academic year,Local authority,England,E92000001,,,Wirral,344,E08000015,Overall,Overall,101,0.4
202324,Academic year,Local authority,England,E92000001,,,Wirral,344,E08000015,Overall,Overall,111,0.6
202425,Academic year,Local authority,England,E92000001,,,Wirral,344,E08000015,Overall,Overall,85,0.5
202122,Academic year,Local authority,England,E92000001,,,Bolton,350,E08000001,Overall,Overall,125,0.5
202223,Academic year,Local authority,England,E92000001,,,Bolton,350,E08000001,Overall,Overall,105,0.4
202324,Academic year,Local authority,England,E92000001,,,Bolton,350,E08000001,Overall,Overall,97,0.5
202425,Academic year,Local authority,England,E92000001,,,Bolton,350,E08000001,Overall,Overall,99,0.6
202122,Academic year,Local authority,England,E92000001,,,Bury,351,E08000002,Overall,Overall,73,0.3
202223,Academic year,Local authority,England,E92000001,,,Bury,351,E08000002,Overall,Overall,65,0.3
202324,Academic year,Local authority,England,E92000001,,,Bury,351,E08000002,Overall,Overall,51,0.3
202425,Academic year,Local authority,England,E92000001,,,Bury,351,E08000002,Overall,Overall,54,0.3
202122,Academic year,Local authority,England,E92000001,,,Manchester,352,E08000003,Overall,Overall,314,1.2
202223,Academic year,Local authority,England,E92000001,,,Manchester,352,E08000003,Overall,Overall,344,1.4
202324,Academic year,Local authority,England,E92000001,,,Manchester,352,E08000003,Overall,Overall,303,1.6
202425,Academic year,Local authority,England,E92000001,,,Manchester,352,E08000003,Overall,Overall,249,1.6
202122,Academic year,Local authority,England,E92000001,,,Oldham,353,E08000004,Overall,Overall,160,0.6
202223,Academic year,Local authority,England,E92000001,,,Oldham,353,E08000004,Overall,Overall,145,0.6
202324,Academic year,Local authority,England,E92000001,,,Oldham,353,E08000004,Overall,Overall,148,0.8
202425,Academic year,Local authority,England,E92000001,,,Oldham,353,E08000004,Overall,Overall,99,0.6
202122,Academic year,Local authority,England,E92000001,,,Rochdale,354,E08000005,Overall,Overall,114,0.4
202223,Academic year,Local authority,England,E92000001,,,Rochdale,354,E08000005,Overall,Overall,96,0.4
202324,Academic year,Local authority,England,E92000001,,,Rochdale,354,E08000005,Overall,Overall,86,0.4
202425,Academic year,Local authority,England,E92000001,,,Rochdale,354,E08000005,Overall,Overall,77,0.5
202122,Academic year,Local authority,England,E92000001,,,Salford,355,E08000006,Overall,Overall,123,0.5
202223,Academic year,Local authority,England,E92000001,,,Salford,355,E08000006,Overall,Overall,134,0.5
202324,Academic year,Local authority,England,E92000001,,,Salford,355,E08000006,Overall,Overall,118,0.6
202425,Academic year,Local authority,England,E92000001,,,Salford,355,E08000006,Overall,Overall,77,0.5
202122,Academic year,Local authority,England,E92000001,,,Stockport,356,E08000007,Overall,Overall,121,0.5
202223,Academic year,Local authority,England,E92000001,,,Stockport,356,E08000007,Overall,Overall,136,0.6
202324,Academic year,Local authority,England,E92000001,,,Stockport,356,E08000007,Overall,Overall,85,0.4
202425,Academic year,Local authority,England,E92000001,,,Stockport,356,E08000007,Overall,Overall,62,0.4
202122,Academic year,Local authority,England,E92000001,,,Tameside,357,E08000008,Overall,Overall,108,0.4
202223,Academic year,Local authority,England,E92000001,,,Tameside,357,E08000008,Overall,Overall,104,0.4
202324,Academic year,Local authority,England,E92000001,,,Tameside,357,E08000008,Overall,Overall,88,0.5
202425,Academic year,Local authority,England,E92000001,,,Tameside,357,E08000008,Overall,Overall,79,0.5
202122,Academic year,Local authority,England,E92000001,,,Trafford,358,E08000009,Overall,Overall,95,0.4
202223,Academic year,Local authority,England,E92000001,,,Trafford,358,E08000009,Overall,Overall,110,0.4
202324,Academic year,Local authority,England,E92000001,,,Trafford,358,E08000009,Overall,Overall,63,0.3
202425,Academic year,Local authority,England,E92000001,,,Trafford,358,E08000009,Overall,Overall,49,0.3
202122,Academic year,Local authority,England,E92000001,,,Wigan,359,E08000010,Overall,Overall,119,0.5
202223,Academic year,Local authority,England,E92000001,,,Wigan,359,E08000010,Overall,Overall,92,0.4
202324,Academic year,Local authority,England,E92000001,,,Wigan,359,E08000010,Overall,Overall,101,0.5
202425,Academic year,Local authority,England,E92000001,,,Wigan,359,E08000010,Overall,Overall,71,0.5
202122,Academic year,Local authority,England,E92000001,,,Barnsley,370,E08000016,Overall,Overall,100,0.4
202223,Academic year,Local authority,England,E92000001,,,Barnsley,370,E08000016,Overall,Overall,92,0.4
202324,Academic year,Local authority,England,E92000001,,,Barnsley,370,E08000016,Overall,Overall,83,0.4
202425,Academic year,Local authority,England,E92000001,,,Barnsley,370,E08000016,Overall,Overall,59,0.4
202122,Academic year,Local authority,England,E92000001,,,Doncaster,371,E08000017,Overall,Overall,163,0.6
202223,Academic year,Local authority,England,E92000001,,,Doncaster,371,E08000017,Overall,Overall,147,0.6
202324,Academic year,Local authority,England,E92000001,,,Doncaster,371,E08000017,Overall,Overall,104,0.5
202425,Academic year,Local authority,England,E92000001,,,Doncaster,371,E08000017,Overall,Overall,77,0.5
202122,Academic year,Local authority,England,E92000001,,,Rotherham,372,E08000018,Overall,Overall,143,0.6
202223,Academic year,Local authority,England,E92000001,,,Rotherham,372,E08000018,Overall,Overall,127,0.5
202324,Academic year,Local authority,England,E92000001,,,Rotherham,372,E08000018,Overall,Overall,93,0.5
202425,Academic year,Local authority,England,E92000001,,,Rotherham,372,E08000018,Overall,Overall,75,0.5
202122,Academic year,Local authority,England,E92000001,,,Sheffield,373,E08000019,Overall,Overall,240,0.9
202223,Academic year,Local authority,England,E92000001,,,Sheffield,373,E08000019,Overall,Overall,269,1.1
202324,Academic year,Local authority,England,E92000001,,,Sheffield,373,E08000019,Overall,Overall,172,0.9
202425,Academic year,Local authority,England,E92000001,,,Sheffield,373,E08000019,Overall,Overall,157,1
202122,Academic year,Local authority,England,E92000001,,,Bradford,380,E08000032,Overall,Overall,318,1.2
202223,Academic year,Local authority,England,E92000001,,,Bradford,380,E08000032,Overall,Overall,289,1.2
202324,Academic year,Local authority,England,E92000001,,,Bradford,380,E08000032,Overall,Overall,260,1.4
202425,Academic year,Local authority,England,E92000001,,,Bradford,380,E08000032,Overall,Overall,175,1.1
202122,Academic year,Local authority,England,E92000001,,,Calderdale,381,E08000033,Overall,Overall,107,0.4
202223,Academic year,Local authority,England,E92000001,,,Calderdale,381,E08000033,Overall,Overall,122,0.5
202324,Academic year,Local authority,England,E92000001,,,Calderdale,381,E08000033,Overall,Overall,94,0.5
202425,Academic year,Local authority,England,E92000001,,,Calderdale,381,E08000033,Overall,Overall,52,0.3
202122,Academic year,Local authority,England,E92000001,,,Kirklees,382,E08000034,Overall,Overall,208,0.8
202223,Academic year,Local authority,England,E92000001,,,Kirklees,382,E08000034,Overall,Overall,180,0.7
202324,Academic year,Local authority,England,E92000001,,,Kirklees,382,E08000034,Overall,Overall,170,0.9
202425,Academic year,Local authority,England,E92000001,,,Kirklees,382,E08000034,Overall,Overall,152,1
202122,Academic year,Local authority,England,E92000001,,,Leeds,383,E08000035,Overall,Overall,488,1.9
202223,Academic year,Local authority,England,E92000001,,,Leeds,383,E08000035,Overall,Overall,493,2
202324,Academic year,Local authority,England,E92000001,,,Leeds,383,E08000035,Overall,Overall,353,1.8
202425,Academic year,Local authority,England,E92000001,,,Leeds,383,E08000035,Overall,Overall,287,1.8
202122,Academic year,Local authority,England,E92000001,,,Wakefield,384,E08000036,Overall,Overall,159,0.6
202223,Academic year,Local authority,England,E92000001,,,Wakefield,384,E08000036,Overall,Overall,150,0.6
202324,Academic year,Local authority,England,E92000001,,,Wakefield,384,E08000036,Overall,Overall,130,0.7
202425,Academic year,Local authority,England,E92000001,,,Wakefield,384,E08000036,Overall,Overall,114,0.7
202122,Academic year,Local authority,England,E92000001,,,Gateshead,390,E08000037,Overall,Overall,76,0.3
202223,Academic year,Local authority,England,E92000001,,,Gateshead,390,E08000037,Overall,Overall,62,0.3
202324,Academic year,Local authority,England,E92000001,,,Gateshead,390,E08000037,Overall,Overall,58,0.3
202425,Academic year,Local authority,England,E92000001,,,Gateshead,390,E08000037,Overall,Overall,60,0.4
202122,Academic year,Local authority,England,E92000001,,,Newcastle upon Tyne,391,E08000021,Overall,Overall,100,0.4
202223,Academic year,Local authority,England,E92000001,,,Newcastle upon Tyne,391,E08000021,Overall,Overall,119,0.5
202324,Academic year,Local authority,England,E92000001,,,Newcastle upon Tyne,391,E08000021,Overall,Overall,124,0.6
202425,Academic year,Local authority,England,E92000001,,,Newcastle upon Tyne,391,E08000021,Overall,Overall,92,0.6
202122,Academic year,Local authority,England,E92000001,,,North Tyneside,392,E08000022,Overall,Overall,77,0.3
202223,Academic year,Local authority,England,E92000001,,,North Tyneside,392,E08000022,Overall,Overall,85,0.3
202324,Academic year,Local authority,England,E92000001,,,North Tyneside,392,E08000022,Overall,Overall,58,0.3
202425,Academic year,Local authority,England,E92000001,,,North Tyneside,392,E08000022,Overall,Overall,51,0.3
202122,Academic year,Local authority,England,E92000001,,,South Tyneside,393,E08000023,Overall,Overall,44,0.2
202223,Academic year,Local authority,England,E92000001,,,South Tyneside,393,E08000023,Overall,Overall,44,0.2
202324,Academic year,Local authority,England,E92000001,,,South Tyneside,393,E08000023,Overall,Overall,29,0.2
202425,Academic year,Local authority,England,E92000001,,,South Tyneside,393,E08000023,Overall,Overall,28,0.2
202122,Academic year,Local authority,England,E92000001,,,Sunderland,394,E08000024,Overall,Overall,87,0.3
202223,Academic year,Local authority,England,E92000001,,,Sunderland,394,E08000024,Overall,Overall,114,0.5
202324,Academic year,Local authority,England,E92000001,,,Sunderland,394,E08000024,Overall,Overall,115,0.6
202425,Academic year,Local authority,England,E92000001,,,Sunderland,394,E08000024,Overall,Overall,64,0.4
202122,Academic year,Local authority,England,E92000001,,,Isles of Scilly,420,E06000053,Overall,Overall,c,c
202223,Academic year,Local authority,England,E92000001,,,Isles of Scilly,420,E06000053,Overall,Overall,c,c
202324,Academic year,Local authority,England,E92000001,,,Isles of Scilly,420,E06000053,Overall,Overall,c,c
202425,Academic year,Local authority,England,E92000001,,,Isles of Scilly,420,E06000053,Overall,Overall,c,c
202122,Academic year,Local authority,England,E92000001,,,Bath and North East Somerset,800,E06000022,Overall,Overall,34,0.1
202223,Academic year,Local authority,England,E92000001,,,Bath and North East Somerset,800,E06000022,Overall,Overall,37,0.1
202324,Academic year,Local authority,England,E92000001,,,Bath and North East Somerset,800,E06000022,Overall,Overall,65,0.3
202425,Academic year,Local authority,England,E92000001,,,Bath and North East Somerset,800,E06000022,Overall,Overall,70,0.4
202122,Academic year,Local authority,England,E92000001,,,"Bristol, City of",801,E06000023,Overall,Overall,205,0.8
202223,Academic year,Local authority,England,E92000001,,,"Bristol, City of",801,E06000023,Overall,Overall,234,0.9
202324,Academic year,Local authority,England,E92000001,,,"Bristol, City of",801,E06000023,Overall,Overall,168,0.9
202425,Academic year,Local authority,England,E92000001,,,"Bristol, City of",801,E06000023,Overall,Overall,158,1
202122,Academic year,Local authority,England,E92000001,,,North Somerset,802,E06000024,Overall,Overall,110,0.4
202223,Academic year,Local authority,England,E92000001,,,North Somerset,802,E06000024,Overall,Overall,75,0.3
202324,Academic year,Local authority,England,E92000001,,,North Somerset,802,E06000024,Overall,Overall,60,0.3
202425,Academic year,Local authority,England,E92000001,,,North Somerset,802,E06000024,Overall,Overall,64,0.4
202122,Academic year,Local authority,England,E92000001,,,South Gloucestershire,803,E06000025,Overall,Overall,110,0.4
202223,Academic year,Local authority,England,E92000001,,,South Gloucestershire,803,E06000025,Overall,Overall,101,0.4
202324,Academic year,Local authority,England,E92000001,,,South Gloucestershire,803,E06000025,Overall,Overall,99,0.5
202425,Academic year,Local authority,England,E92000001,,,South Gloucestershire,803,E06000025,Overall,Overall,118,0.8
202122,Academic year,Local authority,England,E92000001,,,Hartlepool,805,E06000001,Overall,Overall,38,0.1
202223,Academic year,Local authority,England,E92000001,,,Hartlepool,805,E06000001,Overall,Overall,39,0.2
202324,Academic year,Local authority,England,E92000001,,,Hartlepool,805,E06000001,Overall,Overall,36,0.2
202425,Academic year,Local authority,England,E92000001,,,Hartlepool,805,E06000001,Overall,Overall,22,0.1
202122,Academic year,Local authority,England,E92000001,,,Middlesbrough,806,E06000002,Overall,Overall,70,0.3
202223,Academic year,Local authority,England,E92000001,,,Middlesbrough,806,E06000002,Overall,Overall,79,0.3
202324,Academic year,Local authority,England,E92000001,,,Middlesbrough,806,E06000002,Overall,Overall,56,0.3
202425,Academic year,Local authority,England,E92000001,,,Middlesbrough,806,E06000002,Overall,Overall,43,0.3
202122,Academic year,Local authority,England,E92000001,,,Redcar and Cleveland,807,E06000003,Overall,Overall,51,0.2
202223,Academic year,Local authority,England,E92000001,,,Redcar and Cleveland,807,E06000003,Overall,Overall,51,0.2
202324,Academic year,Local authority,England,E92000001,,,Redcar and Cleveland,807,E06000003,Overall,Overall,40,0.2
202425,Academic year,Local authority,England,E92000001,,,Redcar and Cleveland,807,E06000003,Overall,Overall,29,0.2
202122,Academic year,Local authority,England,E92000001,,,Stockton-on-Tees,808,E06000004,Overall,Overall,67,0.3
202223,Academic year,Local authority,England,E92000001,,,Stockton-on-Tees,808,E06000004,Overall,Overall,80,0.3
202324,Academic year,Local authority,England,E92000001,,,Stockton-on-Tees,808,E06000004,Overall,Overall,71,0.4
202425,Academic year,Local authority,England,E92000001,,,Stockton-on-Tees,808,E06000004,Overall,Overall,52,0.3
202122,Academic year,Local authority,England,E92000001,,,"Kingston upon Hull, City of",810,E06000010,Overall,Overall,180,0.7
202223,Academic year,Local authority,England,E92000001,,,"Kingston upon Hull, City of",810,E06000010,Overall,Overall,139,0.6
202324,Academic year,Local authority,England,E92000001,,,"Kingston upon Hull, City of",810,E06000010,Overall,Overall,107,0.6
202425,Academic year,Local authority,England,E92000001,,,"Kingston upon Hull, City of",810,E06000010,Overall,Overall,57,0.4
202122,Academic year,Local authority,England,E92000001,,,East Riding of Yorkshire,811,E06000011,Overall,Overall,104,0.4
202223,Academic year,Local authority,England,E92000001,,,East Riding of Yorkshire,811,E06000011,Overall,Overall,115,0.5
202324,Academic year,Local authority,England,E92000001,,,East Riding of Yorkshire,811,E06000011,Overall,Overall,73,0.4
202425,Academic year,Local authority,England,E92000001,,,East Riding of Yorkshire,811,E06000011,Overall,Overall,58,0.4
202122,Academic year,Local authority,England,E92000001,,,North East Lincolnshire,812,E06000012,Overall,Overall,82,0.3
202223,Academic year,Local authority,England,E92000001,,,North East Lincolnshire,812,E06000012,Overall,Overall,69,0.3
202324,Academic year,Local authority,England,E92000001,,,North East Lincolnshire,812,E06000012,Overall,Overall,52,0.3
202425,Academic year,Local authority,England,E92000001,,,North East Lincolnshire,812,E06000012,Overall,Overall,59,0.4
202122,Academic year,Local authority,England,E92000001,,,North Lincolnshire,813,E06000013,Overall,Overall,54,0.2
202223,Academic year,Local authority,England,E92000001,,,North Lincolnshire,813,E06000013,Overall,Overall,86,0.3
202324,Academic year,Local authority,England,E92000001,,,North Lincolnshire,813,E06000013,Overall,Overall,43,0.2
202425,Academic year,Local authority,England,E92000001,,,North Lincolnshire,813,E06000013,Overall,Overall,53,0.3
202122,Academic year,Local authority,England,E92000001,,,North Yorkshire,815,E06000065,Overall,Overall,218,0.8
202223,Academic year,Local authority,England,E92000001,,,North Yorkshire,815,E06000065,Overall,Overall,199,0.8
202324,Academic year,Local authority,England,E92000001,,,North Yorkshire,815,E06000065,Overall,Overall,163,0.9
202425,Academic year,Local authority,England,E92000001,,,North Yorkshire,815,E06000065,Overall,Overall,109,0.7
202122,Academic year,Local authority,England,E92000001,,,York,816,E06000014,Overall,Overall,49,0.2
202223,Academic year,Local authority,England,E92000001,,,York,816,E06000014,Overall,Overall,58,0.2
202324,Academic year,Local authority,England,E92000001,,,York,816,E06000014,Overall,Overall,45,0.2
202425,Academic year,Local authority,England,E92000001,,,York,816,E06000014,Overall,Overall,23,0.1
202122,Academic year,Local authority,England,E92000001,,,Luton,821,E06000032,Overall,Overall,126,0.5
202223,Academic year,Local authority,England,E92000001,,,Luton,821,E06000032,Overall,Overall,129,0.5
202324,Academic year,Local authority,England,E92000001,,,Luton,821,E06000032,Overall,Overall,109,0.6
202425,Academic year,Local authority,England,E92000001,,,Luton,821,E06000032,Overall,Overall,84,0.5
202122,Academic year,Local authority,England,E92000001,,,Bedford,822,E06000055,Overall,Overall,127,0.5
202223,Academic year,Local authority,England,E92000001,,,Bedford,822,E06000055,Overall,Overall,96,0.4
202324,Academic year,Local authority,England,E92000001,,,Bedford,822,E06000055,Overall,Overall,55,0.3
202425,Academic year,Local authority,England,E92000001,,,Bedford,822,E06000055,Overall,Overall,55,0.4
202122,Academic year,Local authority,England,E92000001,,,Central Bedfordshire,823,E06000056,Overall,Overall,138,0.5
202223,Academic year,Local authority,England,E92000001,,,Central Bedfordshire,823,E06000056,Overall,Overall,113,0.5
202324,Academic year,Local authority,England,E92000001,,,Central Bedfordshire,823,E06000056,Overall,Overall,78,0.4
202425,Academic year,Local authority,England,E92000001,,,Central Bedfordshire,823,E06000056,Overall,Overall,79,0.5
202122,Academic year,Local authority,England,E92000001,,,Buckinghamshire,825,E06000060,Overall,Overall,244,0.9
202223,Academic year,Local authority,England,E92000001,,,Buckinghamshire,825,E06000060,Overall,Overall,236,1
202324,Academic year,Local authority,England,E92000001,,,Buckinghamshire,825,E06000060,Overall,Overall,174,0.9
202425,Academic year,Local authority,England,E92000001,,,Buckinghamshire,825,E06000060,Overall,Overall,141,0.9
202122,Academic year,Local authority,England,E92000001,,,Milton Keynes,826,E06000042,Overall,Overall,204,0.8
202223,Academic year,Local authority,England,E92000001,,,Milton Keynes,826,E06000042,Overall,Overall,181,0.7
202324,Academic year,Local authority,England,E92000001,,,Milton Keynes,826,E06000042,Overall,Overall,125,0.7
202425,Academic year,Local authority,England,E92000001,,,Milton Keynes,826,E06000042,Overall,Overall,95,0.6
202122,Academic year,Local authority,England,E92000001,,,Derbyshire,830,E10000007,Overall,Overall,289,1.1
202223,Academic year,Local authority,England,E92000001,,,Derbyshire,830,E10000007,Overall,Overall,291,1.2
202324,Academic year,Local authority,England,E92000001,,,Derbyshire,830,E10000007,Overall,Overall,226,1.2
202425,Academic year,Local authority,England,E92000001,,,Derbyshire,830,E10000007,Overall,Overall,168,1.1
202122,Academic year,Local authority,England,E92000001,,,Derby,831,E06000015,Overall,Overall,134,0.5
202223,Academic year,Local authority,England,E92000001,,,Derby,831,E06000015,Overall,Overall,111,0.4
202324,Academic year,Local authority,England,E92000001,,,Derby,831,E06000015,Overall,Overall,117,0.6
202425,Academic year,Local authority,England,E92000001,,,Derby,831,E06000015,Overall,Overall,119,0.8
202122,Academic year,Local authority,England,E92000001,,,Dorset,838,E06000059,Overall,Overall,129,0.5
202223,Academic year,Local authority,England,E92000001,,,Dorset,838,E06000059,Overall,Overall,147,0.6
202324,Academic year,Local authority,England,E92000001,,,Dorset,838,E06000059,Overall,Overall,95,0.5
202425,Academic year,Local authority,England,E92000001,,,Dorset,838,E06000059,Overall,Overall,64,0.4
202122,Academic year,Local authority,England,E92000001,,,"Bournemouth, Christchurch and Poole",839,E06000058,Overall,Overall,166,0.6
202223,Academic year,Local authority,England,E92000001,,,"Bournemouth, Christchurch and Poole",839,E06000058,Overall,Overall,166,0.7
202324,Academic year,Local authority,England,E92000001,,,"Bournemouth, Christchurch and Poole",839,E06000058,Overall,Overall,124,0.6
202425,Academic year,Local authority,England,E92000001,,,"Bournemouth, Christchurch and Poole",839,E06000058,Overall,Overall,119,0.8
202122,Academic year,Local authority,England,E92000001,,,County Durham,840,E06000047,Overall,Overall,186,0.7
202223,Academic year,Local authority,England,E92000001,,,County Durham,840,E06000047,Overall,Overall,208,0.8
202324,Academic year,Local authority,England,E92000001,,,County Durham,840,E06000047,Overall,Overall,157,0.8
202425,Academic year,Local authority,England,E92000001,,,County Durham,840,E06000047,Overall,Overall,99,0.6
202122,Academic year,Local authority,England,E92000001,,,Darlington,841,E06000005,Overall,Overall,41,0.2
202223,Academic year,Local authority,England,E92000001,,,Darlington,841,E06000005,Overall,Overall,35,0.1
202324,Academic year,Local authority,England,E92000001,,,Darlington,841,E06000005,Overall,Overall,25,0.1
202425,Academic year,Local authority,England,E92000001,,,Darlington,841,E06000005,Overall,Overall,21,0.1
202122,Academic year,Local authority,England,E92000001,,,East Sussex,845,E10000011,Overall,Overall,210,0.8
202223,Academic year,Local authority,England,E92000001,,,East Sussex,845,E10000011,Overall,Overall,210,0.8
202324,Academic year,Local authority,England,E92000001,,,East Sussex,845,E10000011,Overall,Overall,139,0.7
202425,Academic year,Local authority,England,E92000001,,,East Sussex,845,E10000011,Overall,Overall,151,1
202122,Academic year,Local authority,England,E92000001,,,Brighton and Hove,846,E06000043,Overall,Overall,80,0.3
202223,Academic year,Local authority,England,E92000001,,,Brighton and Hove,846,E06000043,Overall,Overall,98,0.4
202324,Academic year,Local authority,England,E92000001,,,Brighton and Hove,846,E06000043,Overall,Overall,78,0.4
202425,Academic year,Local authority,England,E92000001,,,Brighton and Hove,846,E06000043,Overall,Overall,52,0.3
202122,Academic year,Local authority,England,E92000001,,,Hampshire,850,E10000014,Overall,Overall,604,2.3
202223,Academic year,Local authority,England,E92000001,,,Hampshire,850,E10000014,Overall,Overall,531,2.1
202324,Academic year,Local authority,England,E92000001,,,Hampshire,850,E10000014,Overall,Overall,434,2.3
202425,Academic year,Local authority,England,E92000001,,,Hampshire,850,E10000014,Overall,Overall,309,2
202122,Academic year,Local authority,England,E92000001,,,Portsmouth,851,E06000044,Overall,Overall,104,0.4
202223,Academic year,Local authority,England,E92000001,,,Portsmouth,851,E06000044,Overall,Overall,87,0.4
202324,Academic year,Local authority,England,E92000001,,,Portsmouth,851,E06000044,Overall,Overall,76,0.4
202425,Academic year,Local authority,England,E92000001,,,Portsmouth,851,E06000044,Overall,Overall,63,0.4
202122,Academic year,Local authority,England,E92000001,,,Southampton,852,E06000045,Overall,Overall,121,0.5
202223,Academic year,Local authority,England,E92000001,,,Southampton,852,E06000045,Overall,Overall,110,0.4
202324,Academic year,Local authority,England,E92000001,,,Southampton,852,E06000045,Overall,Overall,62,0.3
202425,Academic year,Local authority,England,E92000001,,,Southampton,852,E06000045,Overall,Overall,68,0.4
202122,Academic year,Local authority,England,E92000001,,,Leicestershire,855,E10000018,Overall,Overall,317,1.2
202223,Academic year,Local authority,England,E92000001,,,Leicestershire,855,E10000018,Overall,Overall,303,1.2
202324,Academic year,Local authority,England,E92000001,,,Leicestershire,855,E10000018,Overall,Overall,242,1.3
202425,Academic year,Local authority,England,E92000001,,,Leicestershire,855,E10000018,Overall,Overall,189,1.2
202122,Academic year,Local authority,England,E92000001,,,Leicester,856,E06000016,Overall,Overall,160,0.6
202223,Academic year,Local authority,England,E92000001,,,Leicester,856,E06000016,Overall,Overall,186,0.8
202324,Academic year,Local authority,England,E92000001,,,Leicester,856,E06000016,Overall,Overall,157,0.8
202425,Academic year,Local authority,England,E92000001,,,Leicester,856,E06000016,Overall,Overall,108,0.7
202122,Academic year,Local authority,England,E92000001,,,Rutland,857,E06000017,Overall,Overall,18,0.1
202223,Academic year,Local authority,England,E92000001,,,Rutland,857,E06000017,Overall,Overall,20,0.1
202324,Academic year,Local authority,England,E92000001,,,Rutland,857,E06000017,Overall,Overall,13,0.1
202425,Academic year,Local authority,England,E92000001,,,Rutland,857,E06000017,Overall,Overall,15,0.1
202122,Academic year,Local authority,England,E92000001,,,Staffordshire,860,E10000028,Overall,Overall,354,1.4
202223,Academic year,Local authority,England,E92000001,,,Staffordshire,860,E10000028,Overall,Overall,299,1.2
202324,Academic year,Local authority,England,E92000001,,,Staffordshire,860,E10000028,Overall,Overall,256,1.3
202425,Academic year,Local authority,England,E92000001,,,Staffordshire,860,E10000028,Overall,Overall,189,1.2
202122,Academic year,Local authority,England,E92000001,,,Stoke-on-Trent,861,E06000021,Overall,Overall,120,0.5
202223,Academic year,Local authority,England,E92000001,,,Stoke-on-Trent,861,E06000021,Overall,Overall,104,0.4
202324,Academic year,Local authority,England,E92000001,,,Stoke-on-Trent,861,E06000021,Overall,Overall,95,0.5
202425,Academic year,Local authority,England,E92000001,,,Stoke-on-Trent,861,E06000021,Overall,Overall,60,0.4
202122,Academic year,Local authority,England,E92000001,,,Wiltshire,865,E06000054,Overall,Overall,187,0.7
202223,Academic year,Local authority,England,E92000001,,,Wiltshire,865,E06000054,Overall,Overall,213,0.9
202324,Academic year,Local authority,England,E92000001,,,Wiltshire,865,E06000054,Overall,Overall,176,0.9
202425,Academic year,Local authority,England,E92000001,,,Wiltshire,865,E06000054,Overall,Overall,141,0.9
202122,Academic year,Local authority,England,E92000001,,,Swindon,866,E06000030,Overall,Overall,98,0.4
202223,Academic year,Local authority,England,E92000001,,,Swindon,866,E06000030,Overall,Overall,90,0.4
202324,Academic year,Local authority,England,E92000001,,,Swindon,866,E06000030,Overall,Overall,86,0.4
